title,critic_score,audience_score,runtime,mpaa_rating,studio,theater_release_date,dvd_release_date,streaming_release_date,genre,casts,directors,link
You Will Meet a Tall Dark Stranger,46,34,1h 38m,R,Versatil Cinema,"Sep 22, 2010",,"Jan 1, 2015","['comedy', 'drama']","['Pauline Collins', 'Roger Ashton-Griffiths', 'Stephen Tenenbaum', 'Lucy Punch', 'Dominic Masters', 'Jaume Roures', 'Letty Aronson', 'Gemma Jones', 'Vilmos Zsigmond', 'Freida Pinto', 'Javier Méndez', 'Naomi Watts', 'Alisa Lepselter', 'Anthony Hopkins', 'Josh Brolin', 'Antonio Banderas', 'Woody Allen', 'Jim Piddock', 'Jim Clay']",['Woody Allen'],https://www.rottentomatoes.com/m/you_will_meet_a_tall_dark_stranger
Indignation,81,74,1h 50m,R,FilmNation,"Jul 29, 2016",,"Oct 25, 2016",['drama'],"['Rodrigo Teixeira', 'Anthony Bregman', 'Inbal Weinberg', 'Andrew Marcus', 'Logan Lerman', 'James Schamus', 'Christopher Blauvelt', 'Sarah Gadon', 'Linda Emond', 'Jay Wadley', 'Ben Rosenfield', 'Philip Ettinger', 'Tracy Letts', 'Derek Wang', 'Danny Burstein', 'Noah Robbins']",['James Schamus'],https://www.rottentomatoes.com/m/indignation
While We're Young,84,51,1h 34m,R,IACF Films,"Apr 10, 2015",,"Oct 20, 2016","['comedy', 'drama']","['Naomi Watts', 'Dree Hemingway', 'Ryan Serhant', 'Amanda Seyfried', 'Adam Stockhausen', 'Ben Stiller', 'Maria Dizzia', 'Noah Baumbach', 'Scott Rudin', 'Lila Yacoub', 'Charles Grodin', 'Eli Bush', 'James Murphy', 'Adam Horovitz', 'Adam Driver', 'Sam Levy', 'Matt Maher', 'Jennifer Lame']",['Noah Baumbach'],https://www.rottentomatoes.com/m/while_were_young
They Came Together,69,39,1h 23m,R,Showalter-Wain,"Jun 27, 2014",,"May 17, 2016",['romance'],"['Tony Hernandez', 'Ellie Kemper', 'Amy Poehler', 'Bill Hader', 'Jason Mantzoukas', 'Melanie Lynskey', 'Tom Houghton', 'Mark White', 'Matt Kaplan', 'Paul Rudd', 'Christopher Meloni', 'Max Greenfield', 'Ed Helms', 'Cobie Smulders', 'Peter Principato', 'Michael Showalter', 'David Wain']",['David Wain'],https://www.rottentomatoes.com/m/they_came_together
Lucky Them,78,58,1h 36m,R,Mymy Productions,"May 30, 2014",,"Dec 5, 2016","['comedy', 'drama']","['Huck Botko', 'Amy Seimetz', 'Emily Wachtel', 'Toni Collette', 'Adam Gibbs', 'Lynn Shelton', 'Amy Hobby', 'Joanne Woodward', 'Megan Foley', 'Ryan Eggold', 'Oliver Platt', 'Megan Griffiths', ""Ahna O'Reilly"", 'Peer Pedersen', 'Linda Henry', 'Nina Arianda', 'Thomas Haden Church']",['Megan Griffiths'],https://www.rottentomatoes.com/m/lucky_them
The Social Network,96,86,2h,PG-13,Scott Rudin Productions,"Oct 1, 2010",,"Jun 5, 2012","['drama', 'biography']","['Ceán Chaffin', 'David Selby', 'Jesse Eisenberg', 'Justin Timberlake', 'Jeff Cronenweth', 'Max Minghella', 'Andrew Garfield', 'David Fincher', 'John Getz', 'Brenda Song', 'Kevin Spacey', 'Angus Wall', 'Scott Rudin', 'Armie Hammer', 'Rashida Jones', 'Josh Pence', 'Donald Graham Burt', 'Dana Brunetti', 'Aaron Sorkin', 'Michael De Luca']",['David Fincher'],https://www.rottentomatoes.com/m/the-social-network
Three Christs,44,67,1h 59m,R,Brooklyn Films,"Jan 10, 2020",,"Jan 16, 2020",['drama'],"['Richard Gere', 'Kevin Pollak', 'Jane Alexander', 'Charlotte Hope', 'Bradley Whitford', 'Denis Lenoir', 'James Monroe Iglehart', 'Peter Dinklage', 'Bill Haber', 'Patrick J. Don Vito', 'Julianna Margulies', 'Molly Hassell', 'Eric Nazarian', 'Stephen Root', 'Arianne Fraser', 'Walton Goggins', 'Jon Avnet', 'Steven Haft']",['Jon Avnet'],https://www.rottentomatoes.com/m/three_christs
Sing,72,72,1h 48m,PG,Chris Meledandri,"Dec 21, 2016",,"Mar 8, 2017","['animation', 'kidsandfamily', 'musical', 'comedy']","['Matthew McConaughey', 'Taron Egerton', 'Chris Meledandri', 'Christophe Lourdelet', 'Jennifer Hudson', 'Seth MacFarlane', 'Jennifer Saunders', 'Garth Jennings', 'John C. Reilly', 'Scarlett Johansson', 'Joby Talbot', 'Reese Witherspoon', 'Janet Healy', 'François Moret', 'Gregory Perler', 'Tori Kelly', 'Eric Guillon']",['Garth Jennings'],https://www.rottentomatoes.com/m/sing_2016
Sugar Mountain,36,36,1h 46m,,Yellow Brick Films,"Dec 9, 2016",,"Dec 9, 2016","['drama', 'mysteryandthriller']","['Haley Webb', 'Anna Hutchison', 'Shane Coffey', 'Abe Pogos', 'Drew Roy', 'John Karna', 'John Garrett', 'Cary Elwes', 'Richard Gray', 'Christopher Kroll', 'Michele Davis-Gray', 'Jason Momoa', 'Melora Walters', 'Virginia Kay']",['Richard Gray'],https://www.rottentomatoes.com/m/sugar_mountain
Saving Mr. Banks,79,84,2h 5m,PG-13,Ruby Films,"Dec 20, 2013",,"Nov 22, 2015","['comedy', 'drama']","['Troy Lum', 'Sue Smith', 'Bradley Whitford', 'Jason Schwartzman', 'Philip Steuer', 'B.J. Novak', 'Alison Owen', 'Emma Thompson', 'Ruth Wilson', 'Tom Hanks', 'Rachel Griffiths', 'Colin Farrell', 'Kelly Marcel', 'Dendrie Taylor', 'Christine Langan', 'John Lee Hancock', 'Paul Trijbits', 'Paul Giamatti', 'Andrew Mason', 'Ian Collie']",['John Lee Hancock'],https://www.rottentomatoes.com/m/saving_mr_banks_2013
The Curse of La Llorona,28,36,1h 33m,R,Atomic Monster,"Apr 19, 2019",,"Jul 16, 2019","['mysteryandthriller', 'horror']","['Marisol Ramirez', 'Dave Neustadter', 'Tony Amendola', 'Michael Chaves', 'Jaynee-Lynne Kinchen', 'James Wan', 'Michelle Morrissey', 'Sean Patrick Thomas', 'Linda Cardellini', 'Tobias Iaconis', 'Emile Gladstone', 'Irene Keng', 'Roman Christou', 'Richard Brener', 'Patricia Velasquez', 'Raymond Cruz', 'Oliver Alexander', 'Walter Hamada', 'Mikki Daughtry', 'Gary Dauberman']",['Michael Chaves'],https://www.rottentomatoes.com/m/the_curse_of_la_llorona_2019
Rhymes for Young Ghouls,83,75,1h 26m,R,,"Oct 24, 2014",,"Nov 24, 2014",['drama'],"['Brandon Oakes', 'Joe Barrucco', 'Glen Gould', 'Rosina Bucci', 'Kent McQuaid', 'Devery Jacobs', 'Roseanne Supernault', 'Cody Bird', 'Jeff Barnaby', 'John Christou', 'Arthur Holden', 'Michel St. Martin', 'Mathieu Belanger', 'Mark Antony Krupa', 'Nathan Alexis', 'Katie Nolan', 'Aisling Chin-Yee']",['Jeff Barnaby'],https://www.rottentomatoes.com/m/rhymes_for_young_ghouls
Adult World,56,38,1h 37m,R,Tree House Pictures,"Feb 14, 2014",,"Dec 5, 2016",['comedy'],"['John Cullum', 'Kevin Turen', 'Joy Gorman Wettels', 'Reed Birney', 'Paul Green', 'Alex Goldstone', 'Justin Nappi', 'Scott Coffey', 'Mohammed Al Turki', 'Shannon Woodward', 'Catherine Lloyd Burns', 'Manu Gargi', 'John Cusack', 'Emma Roberts', 'Armando Riesco', 'Cloris Leachman', 'James Laxton', 'Andy Cochran', 'Evan Peters']",['Scott Coffey'],https://www.rottentomatoes.com/m/adult_world_2013
Our Children,93,69,1h 51m,,,"Aug 2, 2013",,"Mar 11, 2017",['drama'],"['Olivier Bronckart', 'Jacques-Henri Bronckart', 'Matthieu Reynaert', 'Antonino Lombardo', 'Sophie Vercruysse', 'Redouane Behache', 'Sylvie Pialat', 'Stéphane Bissot', 'Thomas Bidegain', 'Joachim Lafosse', 'Tahar Rahim', 'Émilie Dequenne', 'Niels Arestrup', 'Mounia Raoui', 'Baya Belal', 'Jean-François Hensgens']",['Joachim Lafosse'],https://www.rottentomatoes.com/m/our_children_2012
The Space Between Us,16,54,2h,PG-13,Southpaw Entertainment,"Feb 3, 2017",,"May 2, 2017","['romance', 'adventure']","['Kevin Halloran', 'Britt Robertson', 'Trey Tucker', 'BD Wong', 'Richard Barton Lewis', 'Jeffrey Soros', 'Simon Horsman', 'Steven Pearl', 'Robbie Brenner', 'Ryan Kavanaugh', 'Asa Butterfield', 'Gary Oldman', 'Carla Gugino', 'Janet Montgomery', 'Peter Chelsom', 'Scott Takeda', 'Allan Loeb']",['Peter Chelsom'],https://www.rottentomatoes.com/m/the_space_between_us
Wild Honey Pie,20,,1h 27m,,Dignity Film Finance,"Nov 2, 2018",,"Nov 2, 2018","['comedy', 'drama']","['James Norrie', 'Joanna Scanlan', 'Jemima Kirke', 'Sarah Solemani', 'Noel Clarke', 'Jason Maza', 'Adelina Bichis', 'Richard Elis', 'Tonya Smith', 'Alice Lowe', 'Maggie Monteith', 'Bet Rourich', 'Brett Goldstein', 'Jamie Adams', 'Craig Russell']",['Jamie Adams'],https://www.rottentomatoes.com/m/wild_honey_pie
Look Away,17,52,1h 43m,R,Dana Lustig Productions,"Oct 12, 2018",,"Oct 15, 2018",['mysteryandthriller'],"['Assaf Bernstein', 'John C. MacDonald', 'Dana Lustig', 'Penelope Mitchell', 'Brad Kaplan', 'India Eisley', 'Phyllis Laing', 'Mira Sorvino', 'Chilik Michaeli', 'Jason Isaacs', 'Kristen Harris', 'Giora Kaplan', 'Michal Bernstein', 'Harrison Gilbertson', 'Avraham Pirchi']",['Assaf Bernstein'],https://www.rottentomatoes.com/m/look_away
Monsieur Lazhar,97,86,1h 34m,PG-13,,"Apr 13, 2012",,"Aug 10, 2016",['drama'],"['Louis Champagne', 'Jules Philip', 'Kim McCraw', 'Daniel Gadouas', 'Martin Léon', 'Seddik Benslimane', 'Sophie Nélisse', 'Danielle Proulx', 'Fellag', 'Émilien Néron', 'Luc Déry', 'Philippe Falardeau', 'Brigitte Poupart']",['Philippe Falardeau'],https://www.rottentomatoes.com/m/monsieur_lazhar_2011
Life Itself,98,88,2h,R,Kartemquin Films,"Jul 4, 2014",,"May 22, 2016",['documentary'],"['Michael W. Ferro Jr.', 'Martin Scorsese', 'Kat White', 'Justine Nagan', 'Garrett Basch', 'Roger Ebert', 'Gordon Quinn', 'Ava DuVernay', 'Steve James', 'Zak Piper', 'Steven Zaillian']",['Steve James'],https://www.rottentomatoes.com/m/life_itself
Bernie,88,73,1h 44m,PG-13,Mandalay Vision,"Apr 27, 2012",,"Nov 30, 2016","['crime', 'comedy', 'drama']","['Matthew McConaughey', 'Jack Black', 'David McFadzean', 'Larry Jack Dotson', 'Liz Glotzer', 'Shirley MacLaine', 'Merrilee McCommas', 'Richard Robichaux', 'Dete Meserve', 'Martin Shafer', 'Rick Dial', 'Brandon Smith', 'Matt Williams', 'Celine Rattray', 'Brady Coleman', 'Skip Hollandsworth', 'Richard Linklater', 'Matthew Greer', 'Judd Payne']",['Richard Linklater'],https://www.rottentomatoes.com/m/bernie_2011
The Other Son,79,78,1h 45m,PG-13,Solofilm,"Oct 26, 2012",,"Jun 15, 2016",['drama'],"['Lorraine Levy', 'Raphael Berdugo', 'Bruno Podalydès', 'Pascal Elbé', 'Mehdi Dehbi', 'Emmanuelle Devos', 'Khalifa Natour', 'Areen Omari', 'Mahmood Shalabi', 'Diana Zriek', 'Marie Wisselmann', 'Nathalie Saugeon', 'Jules Sitruk', 'Virginie Lacombe']",['Lorraine Levy'],https://www.rottentomatoes.com/m/the_other_son
Border,97,76,1h 48m,R,Meta Film Stockholm,"Oct 26, 2018",,"Feb 22, 2019","['mysteryandthriller', 'fantasy', 'romance', 'horror']","['Eva Melander', 'Andreas Kundler', 'Rakel Wärmlander', 'Louis Tisné', 'Ali Abbasi', 'Viktor Åkerblom', 'Isabella Eklöf', 'Meta Louise Foldager', 'Petra Jönsson', 'Matti Boustedt', 'John Ajvide Lindqvist', 'Eero Milonoff', 'Nina Bisgaard', 'Nadim Carlsen', 'Ann Petrén', 'Peter Gustafsson', 'Jörgen Thorsson']",['Ali Abbasi'],https://www.rottentomatoes.com/m/border_2018
Buddymoon,75,57,1h 20m,,,"Jul 1, 2016",,"Apr 5, 2017",['comedy'],"['Flula Borg', 'Hutch Harris', 'Jennifer Wood', 'Claire Coffee', 'Alex Simmons', 'Peter Alton', 'David Giuntoli', 'Jeanne Syquia', 'Gabriel Feenberg', 'Brian T. Finney']",['Alex Simmons'],https://www.rottentomatoes.com/m/buddymoon
Justice League vs. Teen Titans,80,65,1h 18m,PG-13,DC Comics,,,"Oct 12, 2016","['action', 'animation', 'fantasy']","['Sam Liu', ""Jason O'Mara"", 'Sam Register', 'Jon Bernthal', ""Jerry O'Connell"", 'Wes Gleason', 'Frederik Wiedmann', 'Sean Maher', 'Alan Burnett', 'Stuart Allan', 'Brandon Soo Hoo', 'Christopher D. Lozinski', 'Bryan Q. Miller', 'Jake T. Austin', 'Kari Wahlgren', 'Taissa Farmiga', 'Shemar Moore']",['Sam Liu'],https://www.rottentomatoes.com/m/justice_league_vs_teen_titans_2015
Most Likely to Succeed,71,100,1h 37m,,,"Dec 6, 2019",,"Dec 6, 2019",['documentary'],"['Patrick Stump', 'Pamela Littky', 'Tyler Hubby']",['Pamela Littky'],https://www.rottentomatoes.com/m/most_likely_to_succeed_2019
The Jack in the Box,20,50,1h 27m,,Up a Notch Productions,,,"May 5, 2020",['horror'],"['Darrie Gardner', 'Vinnie Clarke', 'Lucy-Jane Quinlan', 'Kathleen Ray', 'Christoph Allerstorfer', 'Robert Nairne', 'Ethan Taylor', 'Lawrence Fowler', 'Stacey Lynn Crowe', 'Cameron Bryson', 'Philip Ridout']",['Lawrence Fowler'],https://www.rottentomatoes.com/m/the_jack_in_the_box
Serbis,80,51,1h 31m,R,,,,"Sep 27, 2017",['drama'],"['Claire Villa-Real', 'Odyssey Flores', 'Kristofer King', 'Gina Pareño', 'Ferdinand Lapuz', 'Coco Martin', 'Dan Alvaro', 'Didier Costet', 'Gian Gianan', 'Brillante Mendoza', 'Armando Lao', 'Mercedes Cabral', 'Jaclyn Jose']",['Brillante Mendoza'],https://www.rottentomatoes.com/m/serbis
The Ritual,73,60,1h 34m,,Entertainment One,,,"Feb 9, 2018",['horror'],"['Kerri McLean', 'Joe Barton', 'Ben Lovett', 'Jonathan Cavendish', 'Andy Serkis', 'Richard Holmes', 'Jacob James Beswick', 'Robert James-Collier', 'Paul Reid', 'Sam Troughton', 'Francesca Mula', 'Mark Towns', 'Will Tennant', 'Maria Erwolter', 'Rafe Spall', 'Arsher Ali', 'David Bruckner', 'Xavier Marchand', 'Andrew Shulkind']",['David Bruckner'],https://www.rottentomatoes.com/m/the_ritual_2017
We Are Still Here,95,47,1h 24m,,Snowfort Pictures,,,"Oct 31, 2016",['horror'],"['Ted Geoghegan', 'Greg Newman', 'Andrew Sensenig', 'Badie Ali', 'Wojciech Golczewski', 'Michael Patrick Nicholson', 'Barbara Crampton', 'Karim Hussain', 'Eben Kostbar', 'Larry Fessenden', 'Travis Stevens', 'Susan Gibney', 'Malik B. Ali', 'Kelsea Dakota', 'Monte Markham', 'Hamza Ali', 'Lisa Marie']",['Ted Geoghegan'],https://www.rottentomatoes.com/m/we_are_still_here
Being 17,95,75,1h 54m,,,"Oct 7, 2016",,"Mar 14, 2017","['gayandlesbian', 'drama']","['Corentin Fila', 'André Téchiné', 'Céline Sciamma', 'Alexis Loret', 'Albertine Lastera', 'Olivier Delbosc', 'Jean Fornerod', 'Rémi Garcia', 'Marc Missonnier', 'Michel Nasri', 'Valérie Pangrazzi', 'Mama Prassinos', 'Kacey Mottet Klein', 'Sandrine Kiberlain', 'Nicolas Ronchi', 'Jean Corso']",['André Téchiné'],https://www.rottentomatoes.com/m/being_17
Jack of the Red Hearts,54,62,1h 40m,PG,Sundial Pictures,"Feb 26, 2016",,"May 4, 2017",['drama'],"['Jennifer Deaton', 'Jim Curtis Mol', 'Danny Bensi', 'Stefan Nowicki', 'AnnaSophia Robb', 'Famke Janssen', 'Hillary Spera', 'Taylor Richardson', 'Israel Broussard', 'Janet Grillo', 'Maria Rivera', 'Scott Cohen', ""John D'Leo"", 'Sophia Anne Caruso', 'Tonye Patano', 'Joey Carey', 'Lucy Mukerjee-Brown', 'Morgan White']",['Janet Grillo'],https://www.rottentomatoes.com/m/jack_of_the_red_hearts
Craptastic!,27,57,1h 29m,,,"Nov 30, 2012",,"Aug 10, 2016",['documentary'],['David Giancola'],['David Giancola'],https://www.rottentomatoes.com/m/addicted_to_fame
Seducing Charlie Barker,56,42,1h 33m,R,,,,"Feb 14, 2012",['comedy'],"['Heather Gordon', 'Pamela Gaye Walker', 'Theresa Rebeck', 'Amy Glazer', 'Daphne Zuniga', 'David Wilson Barnes', 'Steve Cell', 'Stephen Barker Turner', 'Liam Vincent']",['Amy Glazer'],https://www.rottentomatoes.com/m/seducing_charlie_barker
Marwencol,98,87,1h 23m,,,"Oct 8, 2010",,"Mar 8, 2017",['documentary'],"['Matt Radecki', 'Tom Putnam', 'Jeff Malmberg', 'Ash Black Bufflo', 'Chris Shellen']",['Jeff Malmberg'],https://www.rottentomatoes.com/m/marwencol
Paranormal Activity 3,66,51,1h 21m,R,Blumhouse,"Oct 21, 2011",,"Jun 6, 2014","['mysteryandthriller', 'horror']","['Chloe Csengery', 'Katie Featherston', 'Christopher B. Landon', 'Sprague Grayden', 'Dustin Ingram', 'Magdelena Gorka', 'Jason Blum', 'Henry Joost', 'Gregory Plotkin', 'Jessica Tyler Brown', 'Steven Schneider', 'Mark Fredrichs', 'Christopher Nicholas Smith', 'Jennifer Spence', 'Brian Boland', 'Ariel Schulman', 'Akiva Goldsman', 'Lauren Bittner', 'Oren Peli']","['Ariel Schulman', 'Henry Joost']",https://www.rottentomatoes.com/m/paranormal_activity_3
The Blue Room,90,51,1h 15m,R,,"Oct 3, 2014",,"Apr 2, 2017",['mysteryandthriller'],"['François Gédigier', 'Christophe Offret', 'Dorothée Guiraud', 'Alain Fraitag', 'Olivier Mauvezin', 'Christophe Beaucarne', 'Paulo Branco', 'Blutch', 'Mathieu Amalric', 'Grégoire Hetzel', 'Léa Drucker', 'Anne-Sophie Pierres', 'Paul Kramer', 'Mona Jaffart', 'Stephanie Cleau', 'Serge Bozon']",['Mathieu Amalric'],https://www.rottentomatoes.com/m/la_chambre_bleue
Permanent,44,69,1h 33m,PG-13,Magnolia Pictures,"Dec 15, 2017",,"Dec 15, 2017",['comedy'],"['Sam Bisbee', 'Sean Ramey', 'Lance Acord', 'Danielle Renfrew Behrens', 'Aidan Fiske', 'Kira McLean', 'Patricia Arquette', 'Jane McNeill', 'Mary Ann Marino', 'Haroula Rose', 'Jenna Brister', 'Ben Cosgrove', 'Colette Burson', 'Jackie Bisbee', 'Rainn Wilson', 'Joshua Blum', 'Kaleigh Jo Keller']",['Colette Burson'],https://www.rottentomatoes.com/m/permanent
Operation Chromite,40,51,1h 55m,,Taewon Entertainment,"Aug 12, 2016",,"Mar 23, 2017","['drama', 'history', 'war']","['John H. Lee', 'Dean Dawson', 'Kim Byeong-ok', 'Park Cheol-min', 'Lee Jung-jae', 'Man-Hui Lee', 'Jin Se-Yeon', 'Liam Neeson', 'Ok-gyeong Bang', 'Jeong Taewon', 'Jeong Joon-ho', 'Justin Rupple', 'Steve M. Choe', 'Sean Dulake', 'Lee Bum-soo']",['John H. Lee'],https://www.rottentomatoes.com/m/operation_chromite
Iceman,20,27,1h 44m,R,Beijing ShengShi HuaRei Film Investment & Management Co.,,,"Nov 10, 2014","['action', 'comedy', 'scifi']","['Christopher Sun Lap Key', 'Yuen Man Fung', 'Matthew Hui', 'Simon Yam', 'Ying-Wah Wong', 'Suet Lam', 'Kang Yu', 'Jianxin Huang', 'Donnie Yen', 'Baoqiang Wang', 'Mark Wu', 'Hoi-Pang Lo', 'Kenny Tse', 'Wing-cheong Law', 'Shengyi Huang', 'Fung Lam']",['Wing-cheong Law'],https://www.rottentomatoes.com/m/bing_fung_chung_sang_chi_mun_2014
Billionaire Ransom,20,28,1h 47m,,Pinewood Studios,"Aug 19, 2016",,"Sep 17, 2016",['mysteryandthriller'],"['Steve Christian', 'Hybrid', 'Sarah Black', 'Simon Merrells', 'Alex Brown', 'Sebastian Koch', 'Jeremy Sumpter', 'Phoebe Tonkin', 'Jamie Brown', 'Ed Elbert', 'Denis Crossan', 'Ashley Walters', 'Ed Westwick', 'Stefan Brunner', 'Alexander Ignon', 'Dominic Sherwood', 'Mark Bonnar', 'Jim Gillespie', 'Elliot Knight', 'Anna-Louise Plowman']",['Jim Gillespie'],https://www.rottentomatoes.com/m/billionaire_ransom
Transylmania,0,21,1h 35m,R,Hill & Brand,"Dec 4, 2009",,"Apr 16, 2012",['comedy'],"['Jennifer Lyons', 'Paul H. Kim', 'Tony Denman', 'Jack Cloud', 'Sanford Hampton', 'Irena A. Hoffman', 'Natalie Garza', 'James DeBello', 'Musetta Vander', 'Patrick Casey', 'David Hillenbrand', 'Aaron L. Gilbert', ""Dave O'Brien"", 'David Steinberg', 'Scott Hillenbrand', 'Aaron Griffith', 'Viorel Sergovici', 'Oren Skoog', 'Worm Miller', 'Patrick Cavanaugh']","['David Hillenbrand', 'Scott Hillenbrand']",https://www.rottentomatoes.com/m/transylmania
DeadTectives,63,63,1h 32m,,BondIt Media Capital,,,"Feb 4, 2020","['horror', 'comedy']","['Jason Tamasco', 'Jerry Careccio', 'Pablo Guisa Koestinger', 'Martha Higareda', 'Charles M. Barsamian', 'Daniel Posada', 'Alexis Fridman', 'Nicole West', 'Patrick DePeters', 'Tina Ivlev', 'José María de Tavira', 'Tony West', 'Andre Lascaris', 'Mark Riley', 'Emilio Savinni', 'Cecelia Antoinette', 'Chris Geere']",['Tony West'],https://www.rottentomatoes.com/m/deadtectives
Lost Angels: Skid Row Is My Home,100,85,1h 17m,,Agi Orsi Productions,"Dec 7, 2012",,"Mar 10, 2017",['documentary'],"['Agi Orsi', 'Cecy Rangel', 'Thomas Q. Napper', 'Christine Triano', 'Seamus McGarvey', 'Christopher Gosch', 'Tyler Hubby', 'Susan Klos', 'Walter Werzowa', 'Fortunato Procopio']",['Thomas Q. Napper'],https://www.rottentomatoes.com/m/lost_angels_skid_row_is_my_home
Frankenweenie,87,70,1h 27m,PG,Walt Disney Studios,"Oct 5, 2012",,"Nov 23, 2015","['animation', 'kidsandfamily', 'comedy']","['Mark Solomon', ""Catherine O'Hara"", 'Robert Capron', 'Martin Landau', 'Allison Abbate', 'Tom Kenny', 'James Hiroyuki Liao', 'Don Hahn', 'Martin Short', 'Atticus Shaffer', 'Rick Heinrichs', 'Tim Burton', 'Chris Lebenzon', 'Winona Ryder', 'Charlie Tahan', 'Conchata Ferrell', 'Peter Sorg', 'John August', 'Danny Elfman']",['Tim Burton'],https://www.rottentomatoes.com/m/frankenweenie_2012
The Dark Red,78,61,1h 41m,,,,,"Mar 6, 2020","['mysteryandthriller', 'horror']","['Rhoda Griffis', 'Conal Byrne', 'Jill Jane Clements', 'John Curran', 'Dan Bush', 'April Billingsley', 'Kelsey Scott']",['Dan Bush'],https://www.rottentomatoes.com/m/the_dark_red
At the Devil's Door,43,21,1h 33m,,XYZ Films,,,"Dec 5, 2016",['horror'],"['Steven Gorel', 'Jeremy Platt', 'Assaf Cohen', 'Nick Eversman', 'Colin Egglesfield', 'Naya Rivera', 'Nicholas McCarthy', 'Bridger Nielson', 'Kent Faulcon', 'Kyle Heller', 'Bill Neil', 'Gina Resnick', 'Ashley Rickards', 'Emily Schweber', 'Tara Buck', 'Ava Acres', 'Wyatt Russell', 'Sonny Mallhi', 'Catalina Sandino Moreno']",['Nicholas McCarthy'],https://www.rottentomatoes.com/m/at_the_devils_door
Which Way Home,100,92,1h 23m,,,,,"Feb 11, 2015",['documentary'],"['Lorenzo Hagerman', 'Bristol Baughan', 'James Lavino', 'Lianne Halfon', 'Rebecca Cammisa', 'Andrew Holbrooke', 'John Malkovich', 'Eric Goethals', 'Benjamin Goldhirsh']",['Rebecca Cammisa'],https://www.rottentomatoes.com/m/which_way_home_2009
Eva and Lola,89,61,1h 27m,,,,,,"['romance', 'drama']","['Victoria Griguera Dupuy', 'Marcelo Iaccarino', 'Mariela Vitale', 'Juan Gervasio Minujín', 'Willy Lemos', 'Rodolfo Pagliere', 'Sabrina Farji', 'Claudia Lapacó', 'Celeste Cid', 'Alejandro Awada', 'Nicolás Fedor Sulcic', 'Christian Basso', 'Noemí Fuhrer', 'Victoria Grigera', 'Victoria Carreras', 'Iván de Pineda', ""Jorge D'Elía""]",['Sabrina Farji'],https://www.rottentomatoes.com/m/carmen_and_lola
Rondo,80,44,1h 30m,,,,,"May 8, 2019",['mysteryandthriller'],"['G.C. Clark', 'Reggie De Morton', 'Guy Clark', 'Grant Benjamin Leibowitz', 'Drew Barnhardt', 'John Bourbonais', 'Jazz Copeland', 'Ryan Franks', 'Scott Nickoley', 'Luke Sorge', 'Brenna Otts', 'Kevin Sean Ryan', 'Lionel Footstander', 'Iva Nora', 'Gena Shaw', 'Meegan Kiefel']",['Drew Barnhardt'],https://www.rottentomatoes.com/m/rondo_2018
The Great Wall,35,42,1h 44m,PG-13,Legendary Pictures,"Feb 17, 2017",,"May 9, 2017","['action', 'fantasy', 'adventure']","['Andy Lau', 'Carlo Bernard', 'Charles Roven', 'Tony Gilroy', 'Jing Tian', 'Hanyu Zhang', 'Zhang Yimou', 'Pedro Pascal', 'Kenny Lin', 'Willem Dafoe', 'Jon Jashni', 'Lu Han', 'Eddie Peng Yu-Yen', 'Jillian Share', 'Alex Gartner', 'Peter Loehr', 'Thomas Tull', 'Doug Miro', 'Junkai Wang', 'Matt Damon']",['Zhang Yimou'],https://www.rottentomatoes.com/m/the_great_wall_2017
Hearts of the West,88,43,1h 42m,PG,Metro-Goldwyn-Mayer,,,"Apr 16, 2012",['comedy'],"['Blythe Danner', 'Richard B. Shull', 'Alex Rocco', 'Frank Cady', 'Donald Pleasence', 'Andy Griffith', 'Howard Zieff', 'Herbert Edelman', 'Jeff Bridges', 'Alan Arkin', 'Anthony James', 'Tony Bill', 'Rob Thompson']",['Howard Zieff'],https://www.rottentomatoes.com/m/hearts_of_the_west
