,_c0,title,critic_score,audience_score,runtime,MPAA_rating,studio,theater_release_date,dvd_release_date,streaming_release_date,genres,casts,directors,link
63,63,MilesDavisBirthoftheCool,92,82,1h 55m,,,,,"Mar 10, 2020","['documentary', 'music']","{'Henry Adebonojo', 'Michael Kantor', 'Jerry Henry', 'Terry Shand', 'Eric Coleman', 'Mead Hunt', 'Nicole London', 'Geoff Kempin', 'Stanley Nelson', 'Hervé Cohen'}",{'Stanley Nelson'},https://www.rottentomatoes.com/m/miles_davis_birth_of_the_cool
64,64,LoveinDangerousTimes,67,100,,,,,,"Nov 3, 2020","['comedy', 'romance']","{'Ian Stout', 'Tiffany Groben', 'Jon Garcia'}",{'Jon Garcia'},https://www.rottentomatoes.com/m/love_in_dangerous_times
65,65,DangerCloseTheBattleofLongTan,71,73,1h 58m,,,"Nov 8, 2019",,"Nov 5, 2019","['war', 'drama', 'history']","{'Stephen Peacocke', 'Daniel Webber', 'Veronika Jenet', 'Myles Pollard', 'Caitlin Yeo', 'Matt Doran', 'Anthony Hayes', 'Kriv Stenders', 'Luke Bracey', 'Travis Fimmel', 'Ben Nott', 'Richard Roxburgh', 'Nicholas Hamilton', 'Uli Latukefu', 'Stuart Beattie'}",{'Kriv Stenders'},https://www.rottentomatoes.com/m/danger_close_2019
66,66,TheKillTeam,70,42,1h 27m,,,"Oct 25, 2019",,"Oct 22, 2019","['war', 'drama']","{'Adrián Guerra', 'Wyck Godfrey', 'Alexander Skarsgård', 'Adam Long', 'Brian Marc', 'Osy Ikhile', 'Nat Wolff', 'Dan Krauss', 'Anna Francolini', 'Marty Bowen', 'Rob Morrow', 'Jonathan Whitesell', 'Elham Ehsas'}",{'Dan Krauss'},https://www.rottentomatoes.com/m/the_kill_team_2019
67,67,Stardust,21,28,1h 49m,,,"Nov 25, 2020",,"Nov 25, 2020","['music', 'biography', 'drama']","{'Christopher Figg', 'Monica Parker', 'Robert Whitehouse', 'Derek Moran', 'Julian Richings', 'Johnny Flynn', 'Fabien Westerhoff', 'Matt Code', 'Christopher Bell', 'Nick Taussig', 'Aaron Poole', 'Paul Van Carter', 'Saskia Thomas', 'Marc Maron', 'Anthony Flanagan', 'Jena Malone', 'Gabriel Range'}",{'Gabriel Range'},https://www.rottentomatoes.com/m/stardust_2020
68,68,PlaguesofBreslau,86,51,1h 33m,,,,,"Apr 22, 2020","['crime', 'mysteryandthriller', 'drama']","{'Lukasz Targosz', 'Daria Widawska', 'Miroslaw Brozek', 'Igor Kujawski', 'Malgorzata Bednarek', 'Maksymilian Michasiów', 'Tomasz Widarski', 'Ewa Kasprzyk', 'Aniko Kiss', 'Patryk Vega', 'Malgorzata Kozuchowska', 'Katarzyna Bujakiewicz', 'Jacek Beler'}",{'Patryk Vega'},https://www.rottentomatoes.com/m/the_plagues_of_breslau
69,69,Notturno,81,43,1h 40m,,,,,"Feb 1, 2021",['documentary'],"{'Diana El Jeiroudi', 'Eva-maria Weerts', 'Donatella Palermo', 'Orwa Nyrabia', 'Camille Laemlé', 'Serge Lalou', 'Gianfranco Rosi'}",{'Gianfranco Rosi'},https://www.rottentomatoes.com/m/notturno_2021
70,70,Becoming,93,57,1h 29m,,,,,"May 7, 2020",['documentary'],"{'Nadia Hallgren', 'Michelle Obama', 'Barack Obama'}",{'Nadia Hallgren'},https://www.rottentomatoes.com/m/becoming_2020_2
71,71,FirstCow,96,61,2h 2m,,,"Mar 6, 2020",,"Jul 10, 2020","['western', 'drama']","{'Scott Shepherd', 'Rene Auberjonois', 'Jonathan Raymond', 'Scott Rudin', 'Toby Jones', 'Orion Lee', 'Louise Lovegrove', 'Christopher Blauvelt', 'Kelly Reichardt', 'Alia Shawkat', 'Gary Farmer', 'Ewen Bremner', 'Neil Kopp', 'Lily Gladstone', 'John Magaro', 'Ted Rooney', 'William Tyler', 'Vincent Savino', 'Anish Savjani'}",{'Kelly Reichardt'},https://www.rottentomatoes.com/m/first_cow
72,72,Irresistible,40,63,1h 41m,,,"Jun 26, 2020",,"Jun 26, 2020",['comedy'],"{'Alan Aisenberg', 'Lila Yacoub', 'Natasha Lyonne', 'Jay Rabinowitz', 'C.J. Wilson', 'Will Sasso', 'Christina Oh', 'Brad Pitt', 'Jon Stewart', 'Dede Gardner', 'Brent Sexton', 'Chris Cooper', 'Rose Byrne', 'Jeremy Kleiner', 'Topher Grace', 'Steve Carell', 'Mackenzie Davis', 'Bobby Bukowski'}",{'Jon Stewart'},https://www.rottentomatoes.com/m/irresistible_2020
73,73,EscapeandEvasion,80,71,1h 32m,,,,,"Dec 4, 2019","['war', 'drama']","""{'Storm Ashwood', 'Firass Dirani', 'Michael Lira', 'Phil Hunt', 'Clement Dunn', 'Josh McConville', 'Jason Garrett', """"Marcus D'Arcy""""", 'Hugh Sheridan', 'Wade Muller'
74,74,,89,88,1h 59m,,,"Jan 10, 2020",,"Dec 25, 2019","['war', 'drama', 'history']","{'Callum McDougall', 'Oleg Petrov', 'Richard Madden', 'Claire Duburcq', 'Pippa Harris', 'Benedict Cumberbatch', 'Daniel Mays', 'Jeb Brody', 'Andrew Scott', 'Mark Strong', 'George MacKay', 'Jayne-Ann Tenggren', 'Brian Oliver', 'Colin Firth', 'Krysty Wilson-Cairns', 'Sam Mendes', 'Adrian Scarborough', 'Dean-Charles Chapman'}",{'Sam Mendes'},https://www.rottentomatoes.com/m/1917_2019
75,75,MaleficentMistressofEvil,39,95,1h 58m,,,"Oct 18, 2019",,"Oct 18, 2019","['fantasy', 'adventure']","{'Chiwetel Ejiofor', 'Noah Harpster', 'Joe Roth', 'Robert Lindsay', 'Matt Smith', 'Elle Fanning', 'David Gyasi', 'Michael Vieira', 'Harris Dickinson', 'Joachim Rønning', 'Micah Fitzerman-Blue', 'Ed Skrein', 'Jeff Kirschenbaum', 'Jenn Murray', 'Linda Woolverton', 'Sam Riley', 'Duncan Henderson', 'Michelle Pfeiffer', 'Angelina Jolie'}",{'Joachim Rønning'},https://www.rottentomatoes.com/m/maleficent_mistress_of_evil
76,76,JerrySeinfeldHourstoKill,76,51,1h,,,,,"May 5, 2020","['standup', 'comedy']","{'Joe Demaio', 'Jerry Seinfeld'}",{'Joe Demaio'},https://www.rottentomatoes.com/m/jerry_seinfeld_23_hours_to_kill
77,77,ModernPersuasion,44,,1h 27m,,,,,"Dec 18, 2020",['romance'],"{'Lauren Crawford', 'Liza Lapira', 'Daniella Pineda', 'Alicia Witt', 'Li Jun Li', 'Shane McRae', 'Alex Appel', 'Benjamin Rutkowski', 'Amy Hobby', 'Giancarlo Vulcano', 'Amit Gajwani', 'Anne Hubbell', 'Kierra Jordan', 'Jonathan Lisecki', 'Dominic Rains', 'Mark Moses', 'Bebe Neuwirth'}",{'Alex Appel'},https://www.rottentomatoes.com/m/modern_persuasion
78,78,Nomadland,94,81,1h 48m,,,"Feb 19, 2021",,"Feb 19, 2021",['drama'],"{'Douglas G. Soul', 'Ryan Aquino', 'Dan Janvey', 'Linda May', 'Ludovico Einaudi', 'Bob Wells', 'David Strathairn', 'Frances McDormand', 'Carl R. Hughes', 'Mollye Asher', 'Angela Reyes', 'Peter Spears', 'Joshua James Richards', 'Swankie', 'Chloé Zhao'}",{'Chloé Zhao'},https://www.rottentomatoes.com/m/nomadland
79,79,TheHighNote,70,71,1h 53m,,,,,"Jun 25, 2020","['music', 'drama', 'comedy']","{'Tracee Ellis Ross', 'Ben Lewis', 'Nathan Kelly', 'Tim Bevan', 'Bill Pullman', 'June Diane Raphael', 'Jason McCormick', 'Eric Fellner', 'Zoe Chao', 'Eddie Izzard', 'Alexandra Loewy', 'Flora Greeson', 'Theresa Guleserian', 'Dakota Johnson', 'Erika Toth', 'Ice Cube', 'Diplo', 'Kelvin Harrison Jr.', 'Nisha Ganatra', 'Wendy Greene Bricmont'}",{'Nisha Ganatra'},https://www.rottentomatoes.com/m/the_high_note
80,80,PlaymobilTheMovie,18,62,1h 39m,,,"Dec 6, 2019",,"Mar 3, 2020","['adventure', 'musical', 'comedy', 'kidsandfamily']","{'Kenan Thompson', 'Jason Oremland', 'Meghan Trainor', 'Adam Lambert', 'Anya Taylor-Joy', 'Aton Soumache', 'Timothy Burrill', 'Blaise Hemingway', 'Daniel Radcliffe', 'Jim Gaffigan', 'Alexis Vonarb', 'Gabriel Bateman', 'Kirk Thornton', 'Moritz Borman', 'Dimitri Rassam', 'Greg Erb', 'Maddie Taylor', 'Lino DiSalvo', 'Axel Von Maydell'}",{'Lino DiSalvo'},https://www.rottentomatoes.com/m/playmobil_the_movie
81,81,JustMercy,85,99,2h 16m,,,"Jan 10, 2020",,"Dec 25, 2019",['drama'],"""{'Destin Daniel Cretton', """"O'Shea Jackson Jr.""""", 'Michael B. Jordan', 'Drew Scheid'
82,82,TheDare,33,,1h 37m,,,"Mar 3, 2020",,"Mar 3, 2020","['horror', 'mysteryandthriller']","{'Jonny Grant', 'Richard Short', 'Daniel Schutzmann', 'Harry Jarvis', 'Devora Wilde', 'Bart Edwards', 'Mitchell Norman', 'Alexandra Evans', 'Giles Anderson', 'Richard Brake', 'Julian Kostov', 'Andrew Rodger', 'Yariv Lerner', 'Mario Grigorov', 'Robert Maaser', 'Oliver Parker'}",{'Giles Anderson'},https://www.rottentomatoes.com/m/the_dare
83,83,CRSHD,75,60,1h 20m,,,,,"Aug 2, 2020",['comedy'],"{'Jennifer George', 'Raph Fineberg', 'Abby Pucker', 'Judy McGrath', 'Wulfahrt Blankfield', 'Isabelle Barbier', 'L.H. González', 'Michelle Botticelli', 'Matthew Liam Nicholson', 'Shelby Brunn', 'Will Janowitz', 'Daniel Cramer', 'Emily Cohn', 'Callie Harlow', 'Deeksha Ketkar', 'Saaniya Zaveri'}",{'Emily Cohn'},https://www.rottentomatoes.com/m/crshd
84,84,ItChapterTwo,62,78,2h 49m,,,"Sep 6, 2019",,"Sep 7, 2019","['horror', 'mysteryandthriller']","{'Richard Brener', 'Roy Lee', 'Jessica Chastain', 'Gary Dauberman', 'Bill Hader', 'Barbara Muschietti', 'James McAvoy', 'Jaeden Martell', 'Dan Lin', 'James Ransone', 'Andy Bean', 'Isaiah Mustafa', 'Dave Neustadter', 'Marty Ewing', 'Andy Muschietti', 'Wyatt Oleff', 'Seth Grahame-Smith', 'Jay Ryan', 'Bill Skarsgård'}",{'Andy Muschietti'},https://www.rottentomatoes.com/m/it_chapter_two
85,85,Misbehaviour,85,54,1h 46m,,,"Sep 25, 2020",,"Sep 25, 2020","['drama', 'comedy']","{'Cameron McCracken', 'Jenny Borgars', 'Philippa Lowthorpe', 'Charlotte Spencer', 'Keira Knightley', 'Gaby Chiappe', 'Rhys Ifans', 'Suki Waterhouse', 'Andrea Scarso', 'Zac Nicholson', 'Greg Kinnear', 'Jessie Buckley', 'Gugu Mbatha-Raw', 'Sarah Wheale', 'Alexa Davies', 'Úna Ní Dhonghaíle', 'Lesley Manville', 'Rebecca Frayn', 'Suzanne Mackie', 'Keeley Hawes'}",{'Philippa Lowthorpe'},https://www.rottentomatoes.com/m/misbehaviour
86,86,MissVirginia,50,83,1h 42m,,,"Oct 18, 2019",,"Oct 18, 2019",['drama'],"""{'Erik LaRay Harvey', 'Vanessa Williams', 'Samantha Sloyan', 'Aunjanue Ellis', """"Erin O'Connor""""", 'R.J. Daniel Hanna', 'Uzo Aduba'
87,87,Shithouse,97,,1h 42m,,,"Oct 16, 2020",,"Oct 16, 2020",['comedy'],"{'Abby Quinn', 'Amy Landecker', 'Logan Miller', 'Divi Crockett', 'Rachel Klein', 'Jack Kraus', 'Teddy Padilla', 'Autumn Dea', 'Cooper Raiff', 'Will Youmans', 'Olivia Welch', 'Dylan Gelula', 'Joy Sunday', 'Ashley Padilla'}",{'Cooper Raiff'},https://www.rottentomatoes.com/m/shithouse
88,88,StarWarsTheRiseofSkywalker,51,86,2h 22m,,,"Dec 20, 2019",,"Dec 20, 2019","['fantasy', 'adventure', 'scifi', 'action']","{'Callum Greene', 'Dan Mindel', 'Kathleen Kennedy', 'Mark Hamill', 'Daisy Ridley', 'Domhnall Gleeson', 'Tommy Gormley', 'Richard E. Grant', 'Carrie Fisher', 'Naomi Ackie', 'John Boyega', 'Jason McGatlin', 'Chris Terrio', 'Anthony Daniels', 'J.J. Abrams', 'Adam Driver', 'Oscar Isaac', 'Michelle Rejwan'}",{'J.J. Abrams'},https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker
89,89,SkinAHistoryofNudityintheMovies,85,69,2h 10m,,,,,"Aug 18, 2020",['documentary'],"{'Amy Heckerling', 'Danny Wolf'}",{'Danny Wolf'},https://www.rottentomatoes.com/m/skin_a_history_of_nudity_in_the_movies
90,90,TheBeachHouse,80,29,1h 28m,,,,,"Jul 9, 2020",['horror'],"{'Steven Corkin', 'Owen LeVelle', 'Jeffrey A. Brown', 'Maryann Nagel', 'Matt Maisto', 'Tyler Davidson', 'Jake Weber', 'Noah Le Gros', 'Michael Brumfield', 'Andrew Corkin', 'Sophia Lin', 'Liana Liberato', 'Dan Zakarija'}",{'Jeffrey A. Brown'},https://www.rottentomatoes.com/m/the_beach_house_2020
91,91,Bombshell,68,84,1h 48m,,,"Dec 20, 2019",,"Dec 13, 2019",['drama'],"{'Kate McKinnon', 'Aaron L. Gilbert', 'Michelle Graham', 'John Lithgow', 'Liv Hewson', 'Jay Roach', 'Robert Graf', 'Malcolm McDowell', 'Nicole Kidman', 'Charles Randolph', 'Beth Kono', 'Margaret Riley', 'Allison Janney', 'Charlize Theron', 'Connie Britton', 'Margot Robbie', 'Brigette Lundy-Paine'}",{'Jay Roach'},https://www.rottentomatoes.com/m/bombshell_2019
92,92,CharliesAngels,52,78,1h 58m,,,"Nov 15, 2019",,"Oct 25, 2019","['adventure', 'comedy', 'action']","{'Doug Belgrad', 'Evan Spiliotopoulos', 'Djimon Hounsou', 'Naomi Scott', 'Nat Faxon', 'David Auburn', 'Leonard Goldberg', 'Elizabeth Banks', 'Sam Claflin', 'Elizabeth Cantillon', 'Max Handelman', 'Kristen Stewart', 'Patrick Stewart', 'Jonathan Tucker', 'Matthew Hirsch', 'Noah Centineo', 'Ella Balinska'}",{'Elizabeth Banks'},https://www.rottentomatoes.com/m/charlies_angels_2019
93,93,RealityQueen,36,,,,,,,"Jan 10, 2020",['comedy'],"{'Greg Lindsay', 'John-Paul Panelli', 'Kate Orsini', 'Loren Lester', 'Schuyler Brumley', 'Candace Kita', 'John Witherspoon', 'Nicolas Hurt', 'Gabby Gruen', 'Chandler Patton', 'Julia Faye West', 'Steven Jay Bernheim', 'Tanner Gordon', 'Denise Richards', 'Mike Tyson'}",{'Steven Jay Bernheim'},https://www.rottentomatoes.com/m/reality_queen
94,94,BadEducation,94,84,1h 43m,,,,,"Apr 26, 2020","['drama', 'comedy']","{'Kathrine Narducci', 'Alex Wolff', 'Lyle Vincent', 'Annaleigh Ashford', 'Hugh Jackman', 'Stephanie Kurtzuba', 'Cory Finley', 'Geraldine Viswanathan', 'Ray Romano', 'Fred Berger', 'Oren Moverman', 'Julia Lebedev', 'Brian Kavanaugh-Jones', 'Eddie Vaisman', 'Louise Ford', 'Mike Makowsky', 'Allison Janney'}",{'Cory Finley'},https://www.rottentomatoes.com/m/bad_education_2019
95,95,TheDeadCenter,94,51,1h 33m,,,"Oct 11, 2019",,"Oct 22, 2019",['mysteryandthriller'],"{'Kelly L. Frey Sr.', 'Jared Carter', 'Bridget Berger', 'Shane Carruth', 'Jonathan Rogers', 'Billy Senese', 'Brandon Boyd', 'Rachel Agee', 'Derek Pearson', 'Harry P. Castros', 'Bill Feehely', 'Poorna Jagannathan', 'Denis Deck', 'Andy Duensing', 'Jeremy Childs', 'J. Thomas Bailey'}",{'Billy Senese'},https://www.rottentomatoes.com/m/the_dead_center
96,96,Abominable,81,95,1h 37m,,,"Sep 27, 2019",,"Sep 27, 2019","['adventure', 'comedy', 'animation', 'kidsandfamily']","{'Michelle Wong', 'Albert Tsai', 'Chloe Bennet', 'Jill Culton', 'Sarah Paulson', 'Joseph Izzo', 'Rupert Gregson-Williams', 'Li Ruigang', 'Peilin Chou', 'Frank Zhu', 'Eddie Izzard', 'Tenzing Norgay Trainor', 'Rich Dietl', 'James Hong', 'Pamela Ziegenhagen-Shefland', 'Tim Johnson', 'Tsai Chin', 'Suzanne Buirgy', 'Todd Wilderman'}",{'Jill Culton'},https://www.rottentomatoes.com/m/abominable
97,97,PGPsychoGoreman,91,60,1h 35m,,,"Jan 22, 2021",,"Jan 22, 2021","['horror', 'comedy']","{'Alexis Hancey', 'Rick Amsbury', 'Steven Kostanski', 'James Fler', 'Peter Kuplowsky', 'Jesse Kristensen', 'Owen Myre', 'Nita-Josee Hanna', 'Robert Homer', 'Shannon Hanmer', 'Kristen MacCulloch', 'Timothy Paul McCarthy', 'Stuart F. Andrews', 'Adam Brooks', 'Matthew Ninaber', 'Andrew Appelle', 'Andrew Thomas Hunt', 'Matthew Kennedy'}",{'Steven Kostanski'},https://www.rottentomatoes.com/m/pg_psycho_goreman
98,98,EarthquakeBird,50,55,1h 47m,,,"Nov 1, 2019",,"Nov 15, 2019","['drama', 'crime']","{'Susanna Jones', 'Naoki Kobayashi', 'Chung Chung-hoon', 'Yohei Taneda', 'Wash Westmoreland', 'Akiko Iwase', 'Crystal Kay', 'Ann Ruark', 'Michael A. Pruss', 'Georgina Pope', 'Ridley Scott', 'Riley Keough', 'Alicia Vikander', 'Jonathan Alberts', 'Ken Yamamura', 'Kiki Sukezane', 'Yurino', 'Michael Schaefer', 'Jack Huston'}",{'Wash Westmoreland'},https://www.rottentomatoes.com/m/earthquake_bird
99,99,TheMoleAgent,95,84,1h 30m,,,"Jan 25, 2020",,"Sep 1, 2020",['documentary'],"{'Maite Alberdi', 'Julie Goldman', 'Romulo Aitken', 'Carolina Syraquian', 'Carolyn Hepburn', 'Vincent van Warmerdam', 'Sally Jo Fifer', 'Sergio Chamy', 'Marcela Santibañez'}",{'Maite Alberdi'},https://www.rottentomatoes.com/m/the_mole_agent
100,100,ANYA,93,84,1h 20m,,,,,"Nov 26, 2019","['drama', 'scifi']","{'Ana Maria Jomolca', 'Ana Kayne', 'Motell Gyn Foster', 'Gil Perez-Abraham', 'Carylanna Taylor', 'Jacob Akira Okada', 'Olivia Oguma', 'Izzabella Timonera', 'Roger Schwartz', 'Ali Ahn', 'Stacey Davis', 'Anthony Aguilar', 'Barbara Rosenblat'}","{'Jacob Akira Okada,                                                     Carylanna Taylor'}",https://www.rottentomatoes.com/m/anya_2019
101,101,Beats,98,76,1h 41m,,,,,"Sep 2, 2020","['drama', 'comedy']","{'Martin Donaghy', 'Camilla Bray', 'Peter Hampden', 'Neil Leiper', 'Brian Ferguson', 'Rachel Jackson', 'Kevin Mains', 'Lorn Macdonald', 'Leslie Finlay', 'Scott Meek', 'Laura Fraser', 'Norman Merry', 'Steven Soderbergh', 'Stephen Hindman', 'Kieran Hurley', 'Brian Welsh', 'Ryan Fletcher'}",{'Brian Welsh'},https://www.rottentomatoes.com/m/beats_2020
102,102,AWhiteWhiteDay,96,,1h 49m,,,"Feb 28, 2020",,"Jul 24, 2020",['drama'],"{'Guðmundur Arnar Guðmundsson', 'Julius Krebs Damsbo', 'Ída Mekkín Hlynsdóttir', 'Björn Ingi Hilmarsson', 'Hilmir Snær Guðnason', 'Maria von Hausswolff', 'Ingvar Sigurdsson', 'Hlynur Pálmason', 'Sigurður Sigurjónsson', 'Anton Máni Svansson', 'Laufey Elíasdóttir', 'Edmund Finnis', 'Haraldur Stefansson', 'Elma Stefania Agustsdottir', 'Sara Dögg Ásgeirsdóttir'}",{'Hlynur Pálmason'},https://www.rottentomatoes.com/m/a_white_white_day
103,103,AMillionLittlePieces,27,48,1h 53m,,,"Dec 6, 2019",,"Dec 4, 2019",['drama'],"{'Aaron Taylor-Johnson', 'Martin Pensa', 'Charlie Hunnam', 'Sam Taylor-Johnson', 'Jeff Cronenweth', 'Andy Buckley', 'Lynne Oropeza', 'Billy Bob Thornton', 'Alex Heineman', 'Andrew Rona', 'Odessa Young', 'David Dastmalchian', 'Tom Amandes', 'David J. Bomba', 'Dominic Pace', 'Pamela Abdy', 'Dara Weintraub'}",{'Sam Taylor-Johnson'},https://www.rottentomatoes.com/m/a_million_little_pieces
104,104,NeverTooLate,55,53,1h 38m,,,,,"Jul 10, 2020","['drama', 'comedy']","""{'Peter Falk', 'Antony I. Ginnane', 'Marc van Buuren', 'Jack Christian', 'David Lightfoot', 'Clement Dunn', """"Kirk D'Amico""""", 'Luke Preston', 'Renee Lim'
105,105,DeadDicks,100,39,,,,,,"Jul 28, 2020",['horror'],"{'Heston Horwin', 'Chris Bavota', 'Lee Paula Springer'}","{'Chris Bavota,                                                     Lee Paula Springer'}",https://www.rottentomatoes.com/m/dead_dicks
106,106,Unprescribed,100,100,,,,,,"Feb 22, 2020",['documentary'],{'Steve Ellmore'},{'Steve Ellmore'},https://www.rottentomatoes.com/m/unprescribed
107,107,LiveTwiceLoveOnce,50,73,,,,,,,"['comedy', 'drama']","{'Inma Cuesta', 'Maria Ripoll'}",{'Maria Ripoll'},https://www.rottentomatoes.com/m/live_twice_love_once
108,108,LikeaBoss,21,65,1h 23m,,,"Jan 10, 2020",,"Apr 7, 2020",['comedy'],"{'Jacob Latimore', 'Marc Evans', 'Billy Porter', 'Nicolas Stern', 'Salma Hayek', 'Peter Principato', 'Joel Zadak', 'Adam Cole-Kelly', 'Jimmy O. Yang', 'Jennifer Coolidge', 'Jas Shelton', 'Sam Pitman', 'Tiffany Haddish', 'Itay Reiss', 'Jessica St. Clair', 'Ryan Hansen', 'Karan Soni', 'Rose Byrne', 'Miguel Arteta'}",{'Miguel Arteta'},https://www.rottentomatoes.com/m/like_a_boss
109,109,YouGoToMyHead,60,85,1h 56m,,,,,"Feb 9, 2021","['romance', 'fantasy', 'mysteryandthriller', 'drama']","{'Laurence Trémolet', 'Lionel Lambert', 'Thomas Gottschall', 'Svetozar Cvetkovic', 'Abdel Jalil Zerououl', 'Dimitri de Clercq', 'Rosemary Ricchio', 'Evelyne Faure', 'Hamza Sarnane', 'Jmiaa El Hlali', 'Pierre Bourdy', 'Delfine Bafort', 'Omar Sarnane', 'Arend Pinoy'}",{'Dimitri de Clercq'},https://www.rottentomatoes.com/m/you_go_to_my_head
110,110,AReindeersJourney,75,,1h 26m,,,,,"Nov 8, 2019",['documentary'],"{'Guillaume Maidatchevsky', 'Aldebert', 'Laurent Baudens', 'Laurent Flahault', 'Gaël Nouaille'}",{'Guillaume Maidatchevsky'},https://www.rottentomatoes.com/m/a_reindeers_journey
111,111,TheAmericanNurse,100,89,1h 21m,,,,,"Apr 16, 2017",['documentary'],"{'Hayes Greenfield', 'Lisa Frank', 'Steve Heffner', 'Carolyn Jones', 'Isabel Sadurni', 'Jaka Vinsek'}",{'Carolyn Jones'},https://www.rottentomatoes.com/m/the_american_nurse
112,112,WhatWeFound,56,70,1h 50m,,,"Jul 31, 2020",,"Jul 25, 2020",['mysteryandthriller'],"{'Eric Tabach', 'Phillip J. Bartell', 'Brandon Larracuente', 'Louis Bluver', 'Giorgia Whigham', 'James Ransone', 'Atit Shah', 'Casey Hartnett', 'Allie McCulloch', 'David Manzo', 'Sam Hirschfelder', 'Ben Hickernell', 'Elizabeth Mitchell', 'Oona Laurence', 'Yetide Badaki', 'Steve Buckwalter'}",{'Ben Hickernell'},https://www.rottentomatoes.com/m/what_we_found
113,113,CrownVic,58,73,1h 40m,,,"Nov 8, 2019",,"Nov 15, 2019","['mysteryandthriller', 'action']","""{'Jim Valdez', 'Jeffery Alan Jones', 'Scottie Thompson', 'Bridget Moynahan', 'Gregg Bello', 'Thomas Jane', 'Devon Werkheiser', """"James Andrew O'Connor""""", 'Joel Souza', 'Alex Morf'
114,114,AnimationOutlaws,100,,1h 5m,,,,,"Jul 12, 2020",['documentary'],"{'Seth Green', 'Erica Jordan', 'Jon V. Peters', 'Kat Alioshin', 'Carl Miller', 'Andrew Feltenstein'}",{'Kat Alioshin'},https://www.rottentomatoes.com/m/animation_outlaws
115,115,Snatchers,100,59,1h 36m,,,,,"Dec 4, 2019","['scifi', 'horror', 'comedy']","{'Christopher Doucet', 'Amy Landecker', 'Nick Gomez', 'Alex Skinner', 'Benji Kleiman', 'Nate Hurtsellers', 'Scott Yacyshyn', 'David Christian Welborn', 'Stephen Cedars', 'Mary Nepi', 'Austin Fryberger', 'Gabrielle Elyse', 'Ying-Te Julie Chen', 'Rocky Jackson', 'Liz Pecos', 'Rich Fulcher', 'J.J. Nolan', 'Ashley Argota'}",{'Stephen Cedars'},https://www.rottentomatoes.com/m/snatchers
116,116,SeniorLoveTriangle,88,,1h 33m,,,,,"Aug 3, 2020",['drama'],"{'Lee de Broux', 'Kelly Blatz', 'Baron Davis', 'Jenna Cavelle', 'Loren Lester', 'Matthew Smaglik', 'Noah Weisberg', 'Michelle C. Bonilla', 'Bryan Fisher', 'Matt Bush', 'Travis Van Winkle', 'Tom Bower', 'Isadora Kosofsky', 'Drew Diamond', 'Emilie Khair', 'Marlyn Mason', 'Carrie Gibson'}",{'Kelly Blatz'},https://www.rottentomatoes.com/m/senior_love_triangle
117,117,ImpossibleMonsters,50,93,1h 24m,,,"Feb 14, 2020",,"Mar 3, 2020",['mysteryandthriller'],"{'Laila Robins', 'Jonathan Burkhart', 'Dorottya Mathe', 'Dennis Boutsikaris', 'Lyanka Gryu', 'Nathan Catucci', 'Michael MacAllister', 'Chris Henry Coffey', 'Jennifer Lim', 'Natalie Knepp', 'Behnood Dadfar', 'James Bartol', 'Devika Bhise', 'Nahuel Attar', 'Geoffrey Owens', 'Santino Fontana'}",{'Nathan Catucci'},https://www.rottentomatoes.com/m/impossible_monsters
118,118,Tito,80,,1h 46m,,,"Jul 10, 2020",,"Jul 10, 2020","['drama', 'comedy']","{'Casey Manierka-Quaile', 'Ben Petrie', 'Anastasia Popova', 'Aeschylus Poulos', 'Grace Glowicki', 'Miriam Levin-Gold', 'Brendan Mills'}",{'Grace Glowicki'},https://www.rottentomatoes.com/m/tito
119,119,EvilLittleThings,50,0,1h 20m,,,,,"May 12, 2020",['horror'],"{'Zach Galligan', 'Hannah Fierman', 'Nancy Knight', 'Peyton J. Evans', 'Angelo Panetta', 'Amanda Cook', 'Margaret Lisi', 'Piper Collins', 'Demetrice Byrd', 'Cristin Azure', 'Matt Green', 'Yasmin Bakhtiari', 'Ozzie Carnan Jr.', 'Roman Weaver', 'Benny Demuis', 'Tiffany Dineen'}",{'Matt Green'},https://www.rottentomatoes.com/m/evil_little_things
120,120,Arkansas,47,52,1h 55m,,,,,"May 5, 2020","['crime', 'mysteryandthriller', 'drama', 'comedy']","{'Clark Duke', 'Martin Sprock', 'Stephanie Caleb', 'Jason Allison', 'Steven Meizler', 'Jeff Rice', 'Patrick Hibler', 'Brad William Henke', 'Jeff Chase', 'Vince Vaughn', 'Michael Kenneth Williams', 'Cindy Cowan', 'Andrew Boonkrong', 'John Malkovich', 'Liam Hemsworth'}",{'Clark Duke'},https://www.rottentomatoes.com/m/arkansas
121,121,LakeMichiganMonster,84,83,1h 18m,,,,,"Aug 3, 2020","['adventure', 'comedy']","{'Daniel Long', 'James Stoeffel', 'Sebastian Johnson', 'Cutter Tews', 'Erick West', 'Chris Hoelter', 'Beulah Peters', 'Lucille Tews', 'Wayne Tews', 'Mike Cheslik', 'Steve Hoelter', 'Aylah Hutchison', 'Ryland Brickson Cole Tews', 'Louis R. Schultz'}",{'Ryland Brickson Cole Tews'},https://www.rottentomatoes.com/m/lake_michigan_monster
