title,audience_score,plot_des,release_year,runtime,budget,box_office_gross,studio,mpaa_rating,theater_release_date,directors,casts,genre,award
BABE PIG IN THE CITY,58,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",1998,97,142901779,109767397,Kennedy Miller Productions,PG,11/25/1998,['George Miller'],"['Magda Szubanski', 'Elizabeth Daily', 'Mickey Rooney', 'James Cromwell']","['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",0
PRINCE OF CENTRAL PARK,53,"A young boy sets out to find his mother. After setting up camp in Central Park, he encounters a group of people even needier than himself.",2000,109,10520772,11780,Seagal/Nasso Productions,PG-13,12/25/2000,['John Leekley'],"['Kathleen Turner', 'Danny Aiello', 'Cathy Moriarty', 'Frankie Nasso']","['Action', 'Adventure', 'Drama']",0
THE LITTLE VAMPIRE,58,"A lonely American boy living in Scotland makes a new best friend, a fellow nine year-old who happens to be a vampire.",2000,95,52603861,42031785,Avrora Media,PG,10/27/2000,['Uli Edel'],"['Jonathan Lipnicki', 'Rollo Weeks', 'Richard E. Grant', 'Jim Carter']","['Adventure', 'Comedy', 'Family', 'Fantasy']",0
CITY OF GOD,86,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",2002,130,4747505,44138558,O2 Filmes,R,2/13/2004,"['Fernando Meirelles', 'Kátia Lund']","['Alexandre Rodrigues', 'Leandro Firmino', 'Matheus Nachtergaele', 'Phellipe Haagensen']","['Crime', 'Drama']",0
THE GREAT RAID,67,"Taking place towards the end of WWII, 500 American Soldiers have been entrapped in a camp for 3 years. Beginning to give up hope they will ever be rescued, a group of Rangers goes on a dangerous mission to try and save them.",2005,132,106015770,14282146,Miramax,R,8/12/2005,['John Dahl'],"['Benjamin Bratt', 'Joseph Fiennes', 'James Franco', 'Robert Mammone']","['Action', 'Drama', 'War']",0
BOBBY JONES STROKE OF GENIUS,67,"Jim Caviezel stars as golf legend Bobby Jones, the icon who retired from competition at the tender age of 28.",2004,120,27401905,3710098,Bobby Jones Films LLC,PG,4/30/2004,['Rowdy Herrington'],"['Jim Caviezel', 'Claire Forlani', 'Jeremy Northam', 'Malcolm McDowell']","['Biography', 'Drama', 'Romance', 'Sport']",0
BLACK,82,"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world.",2005,122,238535483,1678151,Applause Bhansali Productions,Unrated,2/4/2005,['Sanjay Leela Bhansali'],"['Amitabh Bachchan', 'Rani Mukerji', 'Shernaz Patel', 'Ayesha Kapoor']",['Drama'],0
MISS CONGENIALITY 2 ARMED  FABULOUS,51,"After Cheryl Frasier (Heather Burns) and Stan Fields (William Shatner) are kidnapped, Gracie Hart (Sandra Bullock) goes undercover in Las Vegas, Nevada to find them.",2005,115,59633870,134366466,Castle Rock Entertainment,PG-13,3/24/2005,['John Pasquin'],"['Sandra Bullock', 'Regina King', 'William Shatner', 'Enrique Murciano']","['Action', 'Comedy', 'Crime']",0
SPACE CHIMPS,45,Three chimps are sent into space to explore the possibility of alien life when an unmanned space shuttle crash lands on an uncharted planet.,2008,81,44476886,78252504,Vanguard Films and Animation,G,7/18/2008,['Kirk DeMicco'],"['Andy Samberg', 'Stanley Tucci', 'Jeff Daniels', 'Cheryl Hines']","['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",0
TAKE ME HOME TONIGHT,63,"Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",2011,97,26463410,8686985,Rogue Pictures,R,3/4/2011,['Michael Dowse'],"['Topher Grace', 'Anna Faris', 'Dan Fogler', 'Teresa Palmer']","['Comedy', 'Drama', 'Romance']",0
FRIGHT NIGHT,63,"When a nice new neighbor moves in next door, Charley discovers that he is an ancient vampire who preys on the community. Can he save his neighborhood from the creature with the help of the famous ""vampire killer"", Peter Vincent?",2011,106,34517491,47176904,Dreamworks Pictures,R,8/19/2011,['Craig Gillespie'],"['Anton Yelchin', 'Colin Farrell', 'David Tennant', 'Toni Collette']","['Comedy', 'Horror']",0
THE LAST CIRCUS,65,"A young trapeze artist must decide between her lust for Sergio, the Happy Clown, or her affection for Javier, the Sad Clown, both of whom are deeply disturbed.",2010,107,8308310,4278302,Tornasol Films,R,12/17/2010,['Álex de la Iglesia'],"['Carlos Areces', 'Antonio de la Torre', 'Carolina Bang', 'Manuel Tallafé']","['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Horror', 'Thriller']",0
GI JOE RETALIATION,58,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,2013,110,144427641,417441105,Paramount Pictures,PG-13,3/28/2013,['Jon M. Chu'],"['Dwayne Johnson', 'Channing Tatum', 'Adrianne Palicki', 'Lee Byung-Hun']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",0
TROLLS,65,"After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",2016,92,134793464,374040957,DreamWorks Animation,PG,11/4/2016,"['Mike Mitchell', 'Walt Dohrn']","['Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel', 'Christopher Mintz-Plasse']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",0
LOVE IS ALL YOU NEED,65,"A hairdresser, who has lost her hair to cancer, finds out her husband is having an affair, travels to Italy for her daughter's wedding, and meets a widower who still blames the world for the loss of his wife.",2012,116,6199902,18850120,Zentropa Productions,R,9/6/2012,['Susanne Bier'],"['Pierce Brosnan', 'Trine Dyrholm', 'Molly Blixt Egelind', 'Sebastian Jessen']","['Comedy', 'Drama', 'Romance']",0
THE DRESSMAKER,71,"A glamorous woman returns to her small town in rural Australia. With her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong.",2015,119,18563170,27348005,Screen Australia,R,10/29/2015,['Jocelyn Moorhouse'],"['Kate Winslet', 'Judy Davis', 'Liam Hemsworth', 'Hugo Weaving']","['Comedy', 'Drama']",0
ASHES IN THE SNOW,66,"In 1941, a 16-year-old aspiring artist and her family are deported to Siberia amidst Stalin's brutal dismantling of the Baltic region. One girl's passion for art and her never-ending hope will break the silence of history.",2018,98,5153400,1604946,Sorrento Productions,,10/12/2018,['Marius A. Markevicius'],"['Bel Powley', 'Lisa Loven Kongsli', 'Martin Wallström', 'Jonah Hauer-King']","['Drama', 'History', 'Romance', 'War']",0
COURTED,66,"Michel Racine is a feared president of Assize Court, as strict with himself as with others. Everything changes when he meets again Ditte when she's selected as a juror in a criminal trial over which he presides.",2015,98,7993420,7891580,Albertine Productions,TV-PG,11/18/2015,['Christian Vincent'],"['Fabrice Luchini', 'Sidse Babett Knudsen', 'Eva Lallier', 'Corinne Masiero']","['Comedy', 'Crime', 'Drama', 'Romance']",0
FREE STATE,67,A random act of kindness sparks a forbidden love affair between a white girl and an Indian man during the Apartheid system in South Africa.,2016,98,1078347,37510,Bosbok Ses Films,,4/29/2016,['Salmon de Jager'],"['Nicola Breytenbach', 'Andrew Govender', 'Leleti Khumalo', 'Deon Lotz']","['Drama', 'Family', 'Romance']",0
PERSONAL SHOPPER,61,A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.,2016,105,6470086,3062947,CG Cinéma,R,3/10/2017,['Olivier Assayas'],"['Kristen Stewart', 'Lars Eidinger', 'Sigrid Bouaziz', 'Anders Danielsen Lie']","['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",0
GET OUT,77,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",2017,104,4751344,269864904,Universal Pictures,R,2/24/2017,['Jordan Peele'],"['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Catherine Keener']","['Horror', 'Mystery', 'Thriller']",0
OPHELIA,66,"A re-imagining of Hamlet, told from Ophelia's perspective.",2018,114,12368161,249543,Covert Media,PG-13,6/28/2019,['Claire McCarthy'],"['Daisy Ridley', 'Mia Quiney', ""Calum O'Rourke"", 'Nathaniel Parker']","['Drama', 'Romance', 'Thriller']",0
EIGHTH GRADE,74,An introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.,2018,93,2061360,14787614,A24,R,8/3/2018,['Bo Burnham'],"['Elsie Fisher', 'Josh Hamilton', 'Emily Robinson', 'Jake Ryan']","['Comedy', 'Drama']",0
MUSLUM,77,"A biopic about turkish vocal artist Müslüm Gürses, drama, childhood, his life.",2018,136,21644283,14120733,Dijital Sanatlar Production,,10/26/2018,"['Ketche', 'Can Ulkay']","['Timuçin Esen', 'Zerrin Tekindor', 'Ayça Bingöl', 'Erkan Can']","['Biography', 'Drama', 'Music', 'Romance']",0
PARENTHOOD,70,"The Buckmans are a midwestern family all dealing with their lives: estranged relatives, raising children, pressures of the job, and learning to be a good parent and spouse.",1989,124,41743709,263606997,Imagine Entertainment,PG-13,8/2/1989,['Ron Howard'],"['Steve Martin', 'Mary Steenburgen', 'Dianne Wiest', 'Jason Robards']","['Comedy', 'Drama']",0
FEAR OF A BLACK HAT,72,"A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.",1993,88,1791077,418797,Incorporated Television Company (ITC),R,6/3/1994,['Rusty Cundieff'],"['Larry B. Scott', 'Mark Christopher Lawrence', 'Rusty Cundieff', 'Kasi Lemmons']","['Comedy', 'Music']",0
MARY SHELLEYS FRANKENSTEIN,64,"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",1994,123,78586336,195603653,TriStar Pictures,R,11/4/1994,['Kenneth Branagh'],"['Robert De Niro', 'Kenneth Branagh', 'Helena Bonham Carter', 'Tom Hulce']","['Drama', 'Horror', 'Romance', 'Sci-Fi']",1
NELL,65,"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.",1994,112,42785894,186308673,Egg Pictures,PG-13,12/23/1994,['Michael Apted'],"['Jodie Foster', 'Liam Neeson', 'Natasha Richardson', 'Richard Libertini']",['Drama'],0
SILENT FALL,60,An autistic boy witnesses his parents' double murder. A controversial therapist seeks to probe the child's mind in order to solve the case.,1994,101,52390890,5554611,Kouf/Bigelow Productions,R,10/28/1994,['Bruce Beresford'],"['Richard Dreyfuss', 'Linda Hamilton', 'John Lithgow', 'J.T. Walsh']","['Drama', 'Mystery', 'Thriller']",1
MY DOG SKIP,70,"A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip.",2000,95,9017804,53427128,Alcon Entertainment,PG,3/3/2000,['Jay Russell'],"['Frankie Muniz', 'Kevin Bacon', 'Diane Lane', 'Luke Wilson']","['Comedy', 'Drama', 'Family']",0
WHIPPED,45,"Three egotistical swingers, who think they're God's gift to women, end up having their friendships tested when all three of them pick up and start dating the same woman.",2000,82,4508902,7176683,Hi-Rez Films,R,9/1/2000,['Peter M. Cohen'],"['Amanda Peet', 'Brian Van Holt', 'Jonathan Abrahams', 'Zorie Barber']","['Comedy', 'Romance']",0
DEATH TO SMOOCHY,63,"A kids show host, Rainbow Randolph, is fired in disgrace while his replacement, Sheldon Mopes, aka Smoochy the Rhino, finds himself a rising star. Unfortunately for Sheldon, the business of kids television isn't all child's play.",2002,109,71931906,12060014,Warner Bros.,R,3/29/2002,['Danny DeVito'],"['Robin Williams', 'Edward Norton', 'Catherine Keener', 'Danny DeVito']","['Comedy', 'Crime', 'Drama', 'Thriller']",0
LOVE STREET,54,A handyman in a 1940s Paris brothel tries to help the prostitute he loves with her singing career and romantic life.,2002,91,21579571,1709195,Ciné B,Unrated,2/13/2002,['Patrice Leconte'],"['Patrick Timsit', 'Laetitia Casta', 'Vincent Elbaz', 'Catherine Mouchet']","['Drama', 'Romance']",0
MUTANT ALIENS,67,"Marooned by design in a strange asteroid inhabited by bizarre creatures, a left-for-dead astronaut miraculously heads back to Earth with a band of abominable mutant aliens to tie up some loose ends, after twenty long years in oblivion.",2001,81,292276,43384,Plymptoons,R,1/9/2002,['Bill Plympton'],"['Dan McComas', 'Francine Lobis', 'George Casden', 'Matthew Brown']","['Animation', 'Comedy', 'Sci-Fi']",0
TUPAC RESURRECTION,79,"Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop M.Cs. of all time.",2003,112,421974,10983325,Amaru Entertainment Inc.,R,11/14/2003,['Lauren Lazin'],"['Tupac Shakur', ""Rappin' 4-Tay"", 'Conrad Bain', 'Bill Bellamy']","['Documentary', 'Biography', 'Music']",0
EUROTRIP,66,"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends.",2004,92,34252382,30971213,Dreamworks Pictures,R,2/20/2004,"['Jeff Schaffer', 'Alec Berg', 'David Mandel']","['Scott Mechlowicz', 'Jacob Pitts', 'Michelle Trachtenberg', 'Travis Wester']",['Comedy'],0
TEAM AMERICA WORLD POLICE,72,"Popular Broadway actor Gary Johnston is recruited by the elite counter-terrorism organization Team America: World Police. As the world begins to crumble around him, he must battle with terrorists, celebrities and falling in love.",2004,98,43843049,69637693,Paramount Pictures,R,10/15/2004,['Trey Parker'],"['Trey Parker', 'Matt Stone', 'Elle Russ', 'Kristen Miller']","['Action', 'Comedy']",0
THE LAKE HOUSE,68,"A lonely doctor, who once occupied an unusual lakeside house, begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",2006,99,51351388,147417142,Warner Bros.,PG,6/16/2006,['Alejandro Agresti'],"['Keanu Reeves', 'Sandra Bullock', 'Christopher Plummer', 'Ebon Moss-Bachrach']","['Drama', 'Fantasy', 'Romance']",0
DOWNLOADING NANCY,58,"An unhappy wife orders a guy she meets over the Internet to kill her, but the two of them fall in love.",2008,102,3606234,26784,Tule River Films,Unrated,5/1/2009,['Johan Renck'],"['Maria Bello', 'Rufus Sewell', 'Jason Patric', 'Amy Brenneman']","['Drama', 'Thriller']",0
THE LAST MISTRESS,63,"Secrets, rumors and betrayals surround the upcoming marriage between a young dissolute man and virtuous woman of the French aristocracy.",2007,115,7489394,2286233,Flach Film,Unrated,7/18/2008,['Catherine Breillat'],"['Asia Argento', ""Fu'ad Aït Aattou"", 'Roxane Mesquida', 'Claude Sarraute']","['Drama', 'Romance']",0
SILENT PARTNER,45,"Gordon Patrick (Nick Moran), a young CIA analyst is assigned to investigate the mysterious death of a major Russian political figure.",2005,96,4770709,161442,Syndicate Films,R,5/26/2005,['James D. Deck'],"['Tara Reid', 'Nick Moran', 'Gregg Henry', 'Patrick Gallagher']","['Action', 'Crime']",0
STEP UP,65,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",2006,104,15405416,146605316,Touchstone Pictures,PG-13,8/11/2006,['Anne Fletcher'],"['Channing Tatum', 'Jenna Dewan', 'Damaine Radcliff', ""De'Shawn Washington""]","['Crime', 'Drama', 'Music', 'Romance']",0
VALLEY OF THE WOLVES IRAQ,57,"The film covers through fiction real-life events like the occupation of Iraq, the execution of Daniel Pearl, the Hood event and the Abu Ghraib torture scandal.",2006,122,10655413,30124613,Pana Film,,2/3/2006,['Serdar Akar'],"['Necati Sasmaz', 'Billy Zane', 'Ghassan Massoud', 'Bergüzar Korel']","['Action', 'Drama', 'War']",0
ATTACK FORCE,27,"When aliens arrive on Earth to harvest human DNA, a special agent is assigned to destroy them without letting the public know they exist.",2006,95,5135138,68764,Sony Pictures Home Entertainment,R,12/5/2006,['Michael Keusch'],"['Steven Seagal', 'Lisa Lovbrand', 'David Kennedy', 'Matthew Chambers']","['Action', 'Thriller']",0
RINGS,45,A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.,2017,102,26396356,87721312,Macari/Edelstein,PG-13,2/3/2017,['F. Javier Gutiérrez'],"['Matilda Anna Ingrid Lutz', 'Alex Roe', 'Johnny Galecki', ""Vincent D'Onofrio""]","['Drama', 'Horror', 'Mystery', 'Romance']",0
ITS KIND OF A FUNNY STORY,71,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,2010,101,9495212,7704462,Focus Features,PG-13,10/8/2010,"['Anna Boden', 'Ryan Fleck']","['Keir Gilchrist', 'Zach Galifianakis', 'Emma Roberts', 'Dana DeVestern']","['Comedy', 'Drama', 'Romance']",0
GANGSTER,26,"Antonio Moro works for gangster boss Thomas Steel. He lives happily with his girlfriend Tanya who is expecting their child. Antonio's future looks bright, until one evening when he is ordered to kill a person who is close to all of them.",2007,122,49929295,307709,Scanbox Entertainment,,4/27/2007,['Steve Aalam'],"['Mikael Persbrandt', 'Kjell Bergqvist', 'Peter Gardiner', 'Zara Zetterqvist']","['Crime', 'Drama']",0
HANSEL AND GRETEL,67,"After meeting an mysterious girl on an dark stretch of road, a young salesman is invited to a beautiful house with bizarre secrets and no way to escape.",2007,117,4992929,2768749,Barunson E&A,TV-14,12/27/2007,['Pil-sung Yim'],"['Jeong-myeong Cheon', 'Eun Won-jae', 'Eun-kyung Shim', 'Ji-hee Jin']","['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",0
A MIDSUMMER NIGHTS DREAM,84,"Young lovers, a troupe of actors, and fairies have romantic encounters in the forest on summer's night.",2019,180,0,824501,London Theatre Company,,10/17/2019,"['Nicholas Hytner', 'Ross MacGibbon']","['Oliver Chris', 'Gwendoline Christie', 'David Moorst', 'Isis Hainsworth']","['Comedy', 'Drama', 'Romance']",0
EVA,52,"During World War II, 16 year old Eva meets Tudor, a mysterious man who makes her feel like a woman, but whose periodic disappearances wreak havoc on their relationship.",2010,111,3560704,41407,Artis Film,Unrated,10/8/2010,['Adrian Popovici'],"['Vincent Regan', 'Amy Beth Hayes', 'Michael Ironside', 'Patrick Bergin']",['Drama'],0
BRONSON,71,"A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.",2008,92,276477,2717552,Vertigo Films,R,3/13/2009,['Nicolas Winding Refn'],"['Tom Hardy', 'Kelly Adams', 'Luing Andrews', 'Katy Barker']","['Action', 'Biography', 'Crime', 'Drama']",0
PIRATES OF THE CARIBBEAN ON STRANGER TIDES,66,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",2011,136,287645761,1203180572,Walt Disney Pictures,PG-13,5/20/2011,['Rob Marshall'],"['Johnny Depp', 'Penélope Cruz', 'Ian McShane', 'Geoffrey Rush']","['Action', 'Adventure', 'Fantasy']",1
