link,budget,opening_weekend_gross,box_office_gross,studio,mpaa_rating
https://www.imdb.com/title/tt1781058/,,"$336,227","$848,646",Ad Hominem Enterprises,R
https://www.imdb.com/title/tt5037840/,,,"$1,656,325",BRON Studios,R
https://www.imdb.com/title/tt4258698/,"$1,500,000","$2,868,403","$6,628,603",Fermion Films,PG-13
https://www.imdb.com/title/tt1167638/,"€18,000,000",,"$21,695,883",EuropaCorp,Not Rated
https://www.imdb.com/title/tt10126434/,,,,Irony Point,Not Rated
https://www.imdb.com/title/tt6000478/,"$22,000,000","$61,999","$13,025,860",BRON Studios,PG-13
https://www.imdb.com/title/tt1523483/,,"$13,714","$635,162",Desperate Pictures,Not Rated
https://www.imdb.com/title/tt3705412/,,,,Metalheads,Not Rated
https://www.imdb.com/title/tt6998518/,"$6,000,000","$225,723","$1,555,203",SpectreVision,Not Rated
https://www.imdb.com/title/tt2802154/,,"$15,200","$4,439,481",Non-Stop Productions,R
https://www.imdb.com/title/tt6513656/,"$45,000,000",,"$17,592,626",Emmett/Furla/Oasis Films (EFO Films),R
https://www.imdb.com/title/tt1930294/,,,"$175,682",Submarine Entertainment,R
https://www.imdb.com/title/tt2404181/,"$10,900,000","$106,578","$16,607,575",DJ Films,PG
https://www.imdb.com/title/tt1213663/,"$20,000,000","$8,811,790","$46,091,271",Universal Pictures,R
https://www.imdb.com/title/tt6794380/,,,,,TV-MA
https://www.imdb.com/title/tt2083383/,"$30,000,000","$12,162,040","$48,963,137",Warner Bros.,PG-13
https://www.imdb.com/title/tt2333804/,"$8,500,000","$83,803","$1,486,506",Voltage Pictures,R
https://www.imdb.com/title/tt1255953/,"$6,800,000","$50,679","$7,099,598",micro_scope,R
https://www.imdb.com/title/tt1181791/,,"$6,692","$382,879",Egoli Tossell Pictures,R
https://www.imdb.com/title/tt1987680/,"$37,500,000","$20,355,000","$125,856,180",Escape Artists,PG-13
https://www.imdb.com/title/tt1196141/,"$15,000,000","$22,126,166","$76,196,538",Color Force,PG
https://www.imdb.com/title/tt2926810/,,"$4,022","$7,171",Arts+Labor,Not Rated
https://www.imdb.com/title/tt3498820/,"$250,000,000","$179,139,142","$1,153,337,496",Marvel Studios,PG-13
https://www.imdb.com/title/tt3335606/,,"$22,916","$397,783",Aquarius Films,R
https://www.imdb.com/title/tt7280898/,"$20,000,000",,,Scott Rudin Productions,R
https://www.imdb.com/title/tt6205872/,"$7,000,000","$1,050,021","$2,584,988",BRON Studios,R
https://www.imdb.com/title/tt1554091/,"$10,000,000","$62,087","$1,863,506",Summit Entertainment,PG-13
https://www.imdb.com/title/tt9806370/,,,"$583,134",Blue Light,Not Rated
https://www.imdb.com/title/tt3993894/,,"$11,360","$95,183",Forager Films,Not Rated
https://www.imdb.com/title/tt7946422/,"$4,000,000",,"$22,777",Depth of Field,R
https://www.imdb.com/title/tt1403988/,"$4,500,000","$45,527","$191,019",10th Hole Productions,PG-13
https://www.imdb.com/title/tt5742374/,,"$132,829","$9,360,514",Why Not Productions,R
https://www.imdb.com/title/tt7137380/,"$9,000,000","$55,347","$5,580,940",Annapurna Pictures,R
https://www.imdb.com/title/tt1424432/,,"$73,497","$10,197,661",Universal Pictures,PG-13
https://www.imdb.com/title/tt6834916/,"$4,500,000",,"$94,583",13 Films,R
https://www.imdb.com/title/tt2140619/,,"$15,600","$492,332",Apartment Two,R
https://www.imdb.com/title/tt1272886/,"$2,000,000",,,Morocco Junction Pictures,R
https://www.imdb.com/title/tt1712578/,,,"$20,823",Chameleon Pictures,Not Rated
https://www.imdb.com/title/tt6705860/,,"$24,467","$336,166",AgX,Not Rated
https://www.imdb.com/title/tt2258281/,,"$14,622","$673,493",Mobra Films,Not Rated
https://www.imdb.com/title/tt2474976/,,"$1,559","$1,862,407",Occupant Entertainment,Not Rated
https://www.imdb.com/title/tt2350496/,"$1,000,000","$44,542","$11,621,777",Sikhya Entertainment,PG
https://www.imdb.com/title/tt2582498/,,"$5,183","$14,725",Automatik Entertainment,R
https://www.imdb.com/title/tt5431890/,,"$64,965","$10,088,753",Entertainment One,R
https://www.imdb.com/title/tt3181822/,"$4,000,000","$14,910,105","$52,425,855",Universal Pictures,R
https://www.imdb.com/title/tt1929263/,"$12,000,000","$22,522,221","$101,888,019",TriStar Pictures,PG
https://www.imdb.com/title/tt3862750/,"$12,000,000","$25,888,154","$60,273,173",Rocklin/Faust,PG-13
https://www.imdb.com/title/tt2243537/,"$2,500,000","$18,101,682","$60,159,584",Open Road Films,R
https://www.imdb.com/title/tt9620292/,,"$719,305","$13,868,965",FilmNation Entertainment,R
https://www.imdb.com/title/tt1034314/,"€7,500,000",,"$10,109,659",Blind Spot Pictures Oy,R
https://www.imdb.com/title/tt1284575/,"$20,000,000","$31,603,106","$216,197,492",Columbia Pictures,R
https://www.imdb.com/title/tt6663582/,"$40,000,000","$12,103,043","$75,339,459",BRON Studios,R
https://www.imdb.com/title/tt3106120/,,,,Lionsgate,R
https://www.imdb.com/title/tt3963816/,"$15,000,000",,"$1,616,004",Emmett/Furla/Oasis Films (EFO Films),R
https://www.imdb.com/title/tt9024106/,"$6,000,000","$6,382,298","$21,349,929",Unplanned Movie,R
https://www.imdb.com/title/tt2106739/,,"$4,792","$14,062",Hubbhobb,Not Rated
https://www.imdb.com/title/tt0989757/,"$25,000,000","$30,468,614","$114,984,666",Screen Gems,PG-13
https://www.imdb.com/title/tt1137450/,"$30,000,000","$13,010,267","$49,562,710",Cave 76,R
https://www.imdb.com/title/tt3850590/,"$15,000,000","$16,293,325","$61,548,707",Legendary Entertainment,PG-13
https://www.imdb.com/title/tt1606389/,"$30,000,000","$41,202,458","$196,114,570",Screen Gems,PG-13
https://www.imdb.com/title/tt1690967/,,,,Endgame Entertainment,TV-14
https://www.imdb.com/title/tt5177088/,"$43,000,000","$7,810,112","$35,164,920",Columbia Pictures,R
https://www.imdb.com/title/tt1657517/,,"$39,452","$1,138,962",Serendipity Point Films,PG-13
https://www.imdb.com/title/tt2582846/,"$12,000,000","$48,002,523","$307,166,834",Fox 2000 Pictures,PG-13
https://www.imdb.com/title/tt2226417/,"$5,000,000","$40,272,103","$161,919,318",FilmDistrict,PG-13
https://www.imdb.com/title/tt4303340/,"€1,254,470",,"$21,148",Floodland Pictures,Not Rated
https://www.imdb.com/title/tt6829180/,,,"$331,704",AMBI Group,R
https://www.imdb.com/title/tt1648186/,,,"$11,576,847",Fred Films,PG-13
https://www.imdb.com/title/tt1600524/,"$600,000","$7,197","$843,423",Mifilifilms,Not Rated
https://www.imdb.com/title/tt9806336/,,,,UFA Fiction,TV-MA
https://www.imdb.com/title/tt3616916/,"€6,000,000","$60,321","$12,975,143",Fantefilm,R
https://www.imdb.com/title/tt2265398/,,"$19,505","$401,914",Burn Later Productions,R
https://www.imdb.com/title/tt3011894/,"$3,300,000","$85,100","$30,642,704",Kramer & Sigman Films,R
https://www.imdb.com/title/tt4414438/,,"$5,302","$7,162",It Had To Be You,R
https://www.imdb.com/title/tt3422078/,"€9,180,292","$11,413","$495,879",Je Suis Bien Content,PG
https://www.imdb.com/title/tt5687040/,,"$19,158","$3,075,562",Why Not Productions,R
https://www.imdb.com/title/tt1340773/,,"$5,601","$11,514",Gato Negro Films,R
https://www.imdb.com/title/tt3544112/,,"$63,573","$13,624,522",Cosmo Films,PG-13
https://www.imdb.com/title/tt2452254/,,"$61,810","$4,728,401",CG Cinéma,R
https://www.imdb.com/title/tt2112287/,"$1,200,000",,"$296,500",Film Fund FUZZ,Not Rated
https://www.imdb.com/title/tt2230358/,"$5,000,000",,,Universal 1440 Entertainment,R
https://www.imdb.com/title/tt3387648/,"$1,500,000",,"$407,782",Bad Hat Harry Productions,R
https://www.imdb.com/title/tt5226984/,"€5,000,000","$13,524","$1,792,414",Helsinki-Filmi,Not Rated
https://www.imdb.com/title/tt1507563/,"$25,000,000",,"$1,167,612",Alliance Cinema,PG-13
https://www.imdb.com/title/tt3715320/,"$11,000,000","$175,312","$27,391,084",Gravier Productions,R
https://www.imdb.com/title/tt5649108/,"$6,000,000","$1,224,430","$3,187,255",B Story,R
https://www.imdb.com/title/tt2126355/,"$110,000,000","$54,588,173","$473,990,832",New Line Cinema,PG-13
https://www.imdb.com/title/tt2948356/,"$150,000,000","$75,063,401","$1,023,792,558",Walt Disney Pictures,PG
https://www.imdb.com/title/tt9139586/,,,"$128,761",StoryBoard Media,R
https://www.imdb.com/title/tt5084170/,,"$49,569","$7,162,617",Warner Bros.,R
https://www.imdb.com/title/tt2345613/,,,,WWE Studios,R
https://www.imdb.com/title/tt8806104/,,"$5,325","$14,848",Sequitur Cinema,Not Rated
https://www.imdb.com/title/tt1931602/,,"$4,102","$10,963",Herrick Entertainment,R
https://www.imdb.com/title/tt1365519/,"$94,000,000","$23,633,317","$274,650,803",Warner Bros.,PG-13
https://www.imdb.com/title/tt1219342/,"$80,000,000","$16,112,211","$140,073,390",Warner Bros.,PG
https://www.imdb.com/title/tt1798188/,"$22,000,000","$57,585","$61,487,846",Studio Ghibli,PG
https://www.imdb.com/title/tt1817081/,,,"$116,559",Lagniappe Films,R
https://www.imdb.com/title/tt4560436/,"$50,000,000","$13,710,825","$66,308,758",STX Entertainment,R
https://www.imdb.com/title/tt6774786/,,,"$21,704",SparkeFilms History Design,R
https://www.imdb.com/title/tt1232200/,"$70,000,000","$13,453,714","$57,719,093",Columbia Pictures,R
https://www.imdb.com/title/tt2637276/,"$68,000,000","$33,507,870","$215,863,606",Universal Pictures,R
https://www.imdb.com/title/tt9264728/,,,"$8,550",DRF Productions,TV-MA
https://www.imdb.com/title/tt1235187/,,"$67,743","$128,269",British Film Company,PG-13
https://www.imdb.com/title/tt1588334/,"$10,000,000","$855,709","$4,704,757",Indian Paintbrush,R
https://www.imdb.com/title/tt1477076/,"$20,000,000","$22,530,123","$136,150,434",Twisted Pictures,R
https://www.imdb.com/title/tt1133985/,"$200,000,000","$53,174,303","$219,851,172",Warner Bros.,PG-13
https://www.imdb.com/title/tt5691670/,"$8,500,000","$35,270","$2,053,469",Vendian Entertainment,R
https://www.imdb.com/title/tt4136056/,,"$14,785","$48,869",All3Media America,R
https://www.imdb.com/title/tt3065204/,"$40,000,000","$40,406,314","$320,392,818",New Line Cinema,R
https://www.imdb.com/title/tt1855325/,"$65,000,000","$21,052,227","$240,159,255",Constantin Film International,R
https://www.imdb.com/title/tt2725962/,"£3,500,000",,"$10,714,112",BBC Films,PG-13
https://www.imdb.com/title/tt1587707/,,"$170,756","$5,386,242",Paranoid Pictures,R
https://www.imdb.com/title/tt5247022/,"$5,000,000","$69,335","$9,588,282",K5 International,R
https://www.imdb.com/title/tt1920849/,"$3,000,000","$181,494","$12,128,575",Gary Sanchez Productions,R
https://www.imdb.com/title/tt0780548/,"$5,000,000","$5,565","$5,565",Gordon Bijelonic / Datari Turner Films,Not Rated
https://www.imdb.com/title/tt1596345/,"$19,000,000","$202,053","$5,578,519",Gail Katz Productions,PG-13
https://www.imdb.com/title/tt6802308/,"$30,000,000","$12,554,286","$57,076,286",Warner Bros.,PG-13
https://www.imdb.com/title/tt5932728/,"$25,000,000",,"$4,957,273",Voltage Pictures,Not Rated
https://www.imdb.com/title/tt2379713/,"$245,000,000","$70,403,148","$880,681,519",B24,PG-13
https://www.imdb.com/title/tt1196204/,,,"$2,328,877",Columbia Pictures,R
https://www.imdb.com/title/tt3486626/,"$40,000,000","$8,342,311","$68,743,485",ToonBox Entertainment,PG
https://www.imdb.com/title/tt2756032/,"$100,000","$48,059","$596,933",RADiUS-TWC,R
https://www.imdb.com/title/tt4671002/,,,,,Not Rated
https://www.imdb.com/title/tt2494384/,"$8,000,000","$2,116","$270,971",Wanda Visión S.A.,R
https://www.imdb.com/title/tt2911668/,,"$30,287","$1,100,432",Square One Cinema,R
https://www.imdb.com/title/tt2393845/,,"$15,477","$101,807",Cargo Entertainment,R
https://www.imdb.com/title/tt2071550/,,,"$489,812",Atlas Independent,Unrated
https://www.imdb.com/title/tt5814592/,,"$37,396","$5,597,950",Great Point Media,R
https://www.imdb.com/title/tt1706598/,,"$97,020","$124,733",Hyde Park Entertainment,R
https://www.imdb.com/title/tt3007302/,,"$5,306","$20,441",,R
https://www.imdb.com/title/tt6675244/,,"$31,931","$1,012,747",Schramm Film,Not Rated
https://www.imdb.com/title/tt2114461/,,,,Bull Market Entertainment,PG-13
https://www.imdb.com/title/tt6722030/,"$8,000,000","$10,855,054","$36,599,361",Screen Gems,PG-13
https://www.imdb.com/title/tt1322269/,"$25,000,000","$179,302","$74,188,937",The Weinstein Company,R
https://www.imdb.com/title/tt2918606/,,,"$9,149",Atlas Independent,R
https://www.imdb.com/title/tt0835418/,,"$5,215","$475,511",Duck Attack Films,R
https://www.imdb.com/title/tt0762138/,"$2,500,000",$301,$663,Lila 9th Productions,R
https://www.imdb.com/title/tt1629705/,,"$15,254","$987,883",Ariane Mararía Films,R
https://www.imdb.com/title/tt1392214/,"$46,000,000","$20,817,053","$122,126,687",Alcon Entertainment,R
https://www.imdb.com/title/tt2358891/,"€9,200,000","$23,442","$24,665,023",Indigo Film,Not Rated
https://www.imdb.com/title/tt1867093/,"$12,000,000","$1,744","$15,220",H2O Motion Pictures,R
https://www.imdb.com/title/tt7215388/,,"$25,791","$48,650",2929 Productions,R
https://www.imdb.com/title/tt2690138/,"$3,000,000","$469,000","$774,780",Ealing Studios Entertainment,R
https://www.imdb.com/title/tt2962726/,,,"$252,293",Unstoppable Entertainment,Not Rated
https://www.imdb.com/title/tt3395582/,,,,Lodger Films,TV-MA
https://www.imdb.com/title/tt3704700/,,,"$10,846",Denver and Delilah Productions,PG-13
https://www.imdb.com/title/tt0377981/,"$36,000,000","$25,356,909","$193,967,670",Touchstone Pictures,G
https://www.imdb.com/title/tt2321549/,"$2,000,000","$30,007","$10,312,540",Screen Australia,Not Rated
https://www.imdb.com/title/tt7521214/,,,,Paper Street Pictures,Not Rated
https://www.imdb.com/title/tt5085522/,"$1,000,000",,"$385,428",Full Time Films,TV-MA
https://www.imdb.com/title/tt2097298/,"$17,000,000","$11,020,798","$45,710,059",Mayhem Pictures,PG
https://www.imdb.com/title/tt8366502/,,,"$22,588",Pacific Electric Picture Company,R
https://www.imdb.com/title/tt8722346/,"$18,000,000","$11,890,490","$47,854,457",BRON Studios,R
https://www.imdb.com/title/tt5095030/,"$162,000,000","$75,812,205","$622,674,139",Marvel Studios,PG-13
https://www.imdb.com/title/tt1399683/,"$2,000,000","$84,797","$13,796,834",Anonymous Content,R
https://www.imdb.com/title/tt1091191/,"$40,000,000","$90,872","$154,802,912",Film 44,R
https://www.imdb.com/title/tt3859310/,,"$12,674","$385,733",Cross City Sales,R
https://www.imdb.com/title/tt2345112/,"$10,000,000","$310,246","$1,412,181",Exclusive Media Group,PG-13
https://www.imdb.com/title/tt9815998/,,,,Yale Productions,R
https://www.imdb.com/title/tt6043142/,,,"$135,562",Maven Pictures,R
https://www.imdb.com/title/tt2170593/,"$13,000,000","$109,878","$54,837,234",Chernin Entertainment,PG-13
https://www.imdb.com/title/tt2910274/,,"$77,315","$3,325,417",Rooks Nest Entertainment,R
https://www.imdb.com/title/tt2402085/,,"$97,008","$599,840",Darko Entertainment,R
https://www.imdb.com/title/tt5173032/,,"$7,137","$73,121",Everything Is Everything,Unrated
https://www.imdb.com/title/tt6048930/,,,,Wayans Alvarez Productions,TV-14
https://www.imdb.com/title/tt1619029/,"$9,000,000","$278,715","$29,777,777",Fox Searchlight Pictures,R
https://www.imdb.com/title/tt2393827/,"£1,000,000",,"$477,656",Starchild Pictures,Not Rated
https://www.imdb.com/title/tt8322060/,,,,Living Films,PG-13
https://www.imdb.com/title/tt9261218/,,,,Netflix,TV-MA
https://www.imdb.com/title/tt1462411/,,"$16,835","$37,466",3311 Productions,R
https://www.imdb.com/title/tt2557490/,"$40,000,000","$16,797,385","$87,189,756",Bluegrass Films,R
https://www.imdb.com/title/tt1570728/,"$50,000,000","$19,104,303","$145,051,197",Carousel Productions (II),PG-13
https://www.imdb.com/title/tt2325977/,"$10,000,000","$17,472","$111,107",Worldview Entertainment,R
https://www.imdb.com/title/tt1714915/,"$7,000,000","$87,989","$7,609,187",Recorded Picture Company (RPC),R
https://www.imdb.com/title/tt4160708/,"$9,900,000","$26,411,706","$157,830,487",Screen Gems,R
https://www.imdb.com/title/tt1428538/,"$50,000,000","$19,690,956","$226,349,749",Paramount Pictures,R
https://www.imdb.com/title/tt1568921/,"$23,000,000","$6,446,395","$149,411,550",Studio Ghibli,G
https://www.imdb.com/title/tt2872732/,"$40,000,000","$43,899,340","$458,863,600",EuropaCorp,R
https://www.imdb.com/title/tt6442978/,,,,HBO Documentary Films,TV-MA
https://www.imdb.com/title/tt2852458/,,"$27,599","$1,131,241",Les Films du Worso,Not Rated
https://www.imdb.com/title/tt1085492/,"$18,000,000",,"$1,289,595",Hannibal Classics,R
https://www.imdb.com/title/tt1524930/,"$31,000,000","$14,681,108","$107,228,221",BenderSpink,R
https://www.imdb.com/title/tt1206885/,"$50,000,000","$18,872,919","$91,490,353",Lionsgate,R
https://www.imdb.com/title/tt6108178/,"$6,000,000","$237,393","$8,003,180",Braven Films,R
https://www.imdb.com/title/tt3280262/,,,,Universal 1440 Entertainment,R
https://www.imdb.com/title/tt3799694/,"$50,000,000","$11,203,270","$62,788,218",Warner Bros.,R
https://www.imdb.com/title/tt10151054/,,,"$3,661",Prowess Pictures,R
https://www.imdb.com/title/tt1343092/,"$105,000,000","$50,085,185","$353,642,274",Warner Bros.,PG-13
https://www.imdb.com/title/tt5113040/,"$80,000,000","$46,652,680","$430,051,293",Universal Pictures,PG
https://www.imdb.com/title/tt4154796/,"$356,000,000","$357,115,007","$2,797,501,328",Marvel Studios,PG-13
https://www.imdb.com/title/tt3195644/,"$10,000,000","$22,692,741","$112,983,889",Gramercy Pictures (I),PG-13
https://www.imdb.com/title/tt2181831/,"$1,000,000","$12,153","$377,803",Bohra Bros Production Pvt.,Not Rated
https://www.imdb.com/title/tt5792656/,,,"$111,218",Patriot Pictures,R
https://www.imdb.com/title/tt1598778/,"$60,000,000","$22,403,596","$136,515,867",Warner Bros.,PG-13
https://www.imdb.com/title/tt2679552/,"€11,250,379",,"$2,128,301",Voltage Pictures,Not Rated
https://www.imdb.com/title/tt2709784/,,,,British Broadcasting Corporation (BBC),Not Rated
https://www.imdb.com/title/tt3564472/,"$19,000,000","$31,201,920","$140,552,359",Perfect World Pictures,R
https://www.imdb.com/title/tt1405810/,,,"$15,340,429",Fandango,Not Rated
https://www.imdb.com/title/tt1278379/,,"$28,916","$801,206",Big Beach Films,R
https://www.imdb.com/title/tt3086442/,,"$63,641","$2,193,474",Ulrich Seidl Film Produktion GmbH,R
https://www.imdb.com/title/tt1855199/,"$7,000,000","$13,152,683","$55,078,146",Exclusive Media Group,R
https://www.imdb.com/title/tt1567609/,"$20,000,000",,"$8,826,837",Icon Productions,R
https://www.imdb.com/title/tt2674454/,"$6,400,000","$408,891","$6,724,365",Salon Pictures,PG
https://www.imdb.com/title/tt3247714/,"$20,000,000",,"$3,638,976",Millennium Films,PG-13
https://www.imdb.com/title/tt1602098/,"$8,000,000","$696,088","$7,532,259",Mockingbird Pictures,R
https://www.imdb.com/title/tt1924396/,"€13,500,000","$2,595","$20,919,703",Paco Cinematografica,R
https://www.imdb.com/title/tt4572514/,"$45,000,000","$161,306","$52,185,751",CBS Films,R
https://www.imdb.com/title/tt6040662/,,"$76,108","$17,696,794",Toledo Productions,R
https://www.imdb.com/title/tt2473794/,"£8,200,000","$109,000","$22,179,785",Amusement Park Films,R
https://www.imdb.com/title/tt6097798/,,,"$14,097",EMA Films,Not Rated
https://www.imdb.com/title/tt1684233/,"$8,500,000","$2,736","$3,926,386",Worldview Entertainment,R
https://www.imdb.com/title/tt1375666/,"$160,000,000","$62,785,337","$836,836,967",Warner Bros.,PG-13
https://www.imdb.com/title/tt2402105/,,"$29,276","$1,307,599",Recorded Picture Company (RPC),R
https://www.imdb.com/title/tt1291150/,"$125,000,000","$65,575,105","$485,004,754",Paramount Pictures,PG-13
https://www.imdb.com/title/tt2145637/,,,,Weirdsmobile Productions,TV-MA
https://www.imdb.com/title/tt2726560/,"$34,000,000","$13,019,686","$62,944,815",Fox 2000 Pictures,PG-13
https://www.imdb.com/title/tt6343314/,"$50,000,000","$35,574,710","$214,215,889",Metro-Goldwyn-Mayer (MGM),PG-13
https://www.imdb.com/title/tt2049543/,,"$2,859","$4,505",Soapbox Films,R
https://www.imdb.com/title/tt5687814/,,"$11,719","$41,888",Bow and Arrow Entertainment,R
https://www.imdb.com/title/tt2514338/,"$3,000,000","$8,314","$1,253,774",4L,Not Rated
https://www.imdb.com/title/tt2183034/,"$13,000,000","$8,364,658","$45,681,062",Relativity Media,PG
https://www.imdb.com/title/tt4827558/,"€8,000,000","$99,341","$2,133,033",Alcatraz Films,R
https://www.imdb.com/title/tt2782692/,,,"$927,845",Matchbox Pictures,TV-MA
https://www.imdb.com/title/tt1334260/,"$15,000,000","$111,734","$9,918,093",DNA Films,R
https://www.imdb.com/title/tt4978274/,,"$707,021","$1,499,605",,PG-13
https://www.imdb.com/title/tt3399916/,,"$1,327","$906,158",Day Tripper Films,R
https://www.imdb.com/title/tt1727776/,"$15,000,000","$1,841,007","$16,137,046",Paramount Pictures,R
https://www.imdb.com/title/tt1825157/,,"$14,646","$1,662,515",Alcove Entertainment,R
https://www.imdb.com/title/tt3742378/,"R$4,000,000","$24,086","$3,003,560",Gullane,R
https://www.imdb.com/title/tt3499458/,"$130,000",,,Aristar Entertainment,R
https://www.imdb.com/title/tt2321405/,"€6,500,000","$31,853","$5,873,256",Rita Productions,PG-13
https://www.imdb.com/title/tt1247690/,"$30,000,000","$100,090","$5,092,129",2929 Productions,R
https://www.imdb.com/title/tt6017942/,"$30,000,000","$3,035,618","$10,313,019",Summit Entertainment,PG-13
https://www.imdb.com/title/tt1423995/,"$22,000,000","$75,766","$10,300,416",Millennium Films,R
https://www.imdb.com/title/tt1486193/,"$12,000,000","$6,254","$316,944",Rex Media,R
https://www.imdb.com/title/tt5723272/,,"$10,455","$5,104,991",Warner Bros.,R
https://www.imdb.com/title/tt2044729/,,"$12,000","$210,565",American Zoetrope,R
https://www.imdb.com/title/tt1212419/,"$50,000,000","$220,322","$106,956,330",Warner Bros.,PG-13
https://www.imdb.com/title/tt2390237/,,"$57,105","$5,645,773",Anton,R
https://www.imdb.com/title/tt1535108/,"$115,000,000","$29,807,393","$286,140,700",TriStar Pictures,R
https://www.imdb.com/title/tt2978102/,"$16,500,000","$13,040","$243,793",PalmStar Media,R
https://www.imdb.com/title/tt4364194/,"$6,200,000","$204,793","$133,031,473",Armory Films,PG-13
https://www.imdb.com/title/tt4667094/,"$5,000,000","$5,900,528","$22,227,514",Fermion Films,R
https://www.imdb.com/title/tt4520988/,"$150,000,000","$130,263,358","$1,450,026,933",Walt Disney Animation Studios,PG
https://www.imdb.com/title/tt1276104/,"$30,000,000","$20,801,552","$176,506,819",TriStar Pictures,R
https://www.imdb.com/title/tt4437216/,,"$23,020","$23,020",Killer Films,R
https://www.imdb.com/title/tt2305051/,"$15,000,000","$606,810","$52,501,541",Bob Industries,R
https://www.imdb.com/title/tt1684226/,,,,HBO Films,TV-MA
https://www.imdb.com/title/tt2101341/,"$30,000,000","$5,345,250","$18,074,539",FilmDistrict,R
https://www.imdb.com/title/tt4701182/,"$135,000,000","$21,654,047","$467,989,645",Hasbro,PG-13
https://www.imdb.com/title/tt1216491/,,"$941,809","$5,218,973",Sierra / Affinity,R
https://www.imdb.com/title/tt2543336/,,,,Living Out Loud Films,Not Rated
https://www.imdb.com/title/tt1859650/,"€17,000,000","$361,359","$73,244,881",Medusa Film,R
https://www.imdb.com/title/tt1981128/,"$120,000,000","$13,707,376","$221,600,160",Warner Bros.,PG-13
https://www.imdb.com/title/tt1075747/,"$47,000,000","$5,379,365","$10,903,312",Warner Bros.,PG-13
https://www.imdb.com/title/tt1604171/,"$8,000,000","$4,712,638","$10,702,246",Rickshaw Productions,PG
https://www.imdb.com/title/tt2119532/,"$40,000,000","$15,190,758","$180,563,636",Summit Entertainment,R
https://www.imdb.com/title/tt3343784/,,"$5,132","$55,506",Armando Montelongo Productions,R
https://www.imdb.com/title/tt0383010/,"$30,000,000","$17,010,125","$54,819,301",Twentieth Century Fox,PG
https://www.imdb.com/title/tt2935564/,"$26,000,000","$10,335","$12,062,441",Gaumont,R
https://www.imdb.com/title/tt1641841/,"$9,000,000",$162,"$595,268",Baumgarten Management and Productions (BMP),R
https://www.imdb.com/title/tt1827578/,,"$1,955","$9,342",Poor Rich Kids,Not Rated
https://www.imdb.com/title/tt1540128/,"$35,000,000","$5,750,288","$30,962,335",Eclectic Pictures,PG-13
https://www.imdb.com/title/tt3794028/,"€10,300,000","$4,473","$6,547,983",Trésor Films,R
https://www.imdb.com/title/tt7645780/,,"$18,266","$386,166",Chisel Films,R
https://www.imdb.com/title/tt5952332/,,,$397,Netflix,TV-MA
https://www.imdb.com/title/tt8727582/,,,,Future Clown,Not Rated
https://www.imdb.com/title/tt2965412/,,,"$19,530",Anonymous Content,R
https://www.imdb.com/title/tt1336608/,"$75,000,000","$14,437,269","$59,418,613",New Line Cinema,PG-13
https://www.imdb.com/title/tt0455944/,"$55,000,000","$34,137,828","$192,330,738",Columbia Pictures,R
https://www.imdb.com/title/tt4826674/,,"$32,895","$482,209",Greenroom Entertainment,PG-13
https://www.imdb.com/title/tt1541160/,"$5,000,000","$1,098","$4,453,634",The Safran Company,Not Rated
https://www.imdb.com/title/tt0961097/,"€25,000,000",,"$26,611,650",EuropaCorp,PG
https://www.imdb.com/title/tt2396721/,,,,New Artists Alliance,R
https://www.imdb.com/title/tt3704416/,,"$25,000","$119,364",Garrett Motion Pictures,R
https://www.imdb.com/title/tt1524137/,"$25,000,000","$24,349,815","$96,262,212",Universal Pictures,R
https://www.imdb.com/title/tt8009314/,,,"$25,373",Yale Productions,R
https://www.imdb.com/title/tt1605717/,,"$16,056","$1,897,363",Element Pictures,R
https://www.imdb.com/title/tt2258858/,,"$41,253","$6,499,169",Razor Film Produktion GmbH,PG
https://www.imdb.com/title/tt2234261/,,,"$8,366,493",Process Media,PG-13
https://www.imdb.com/title/tt2115295/,,"$42,838","$1,674,776",Adventure Pictures,PG-13
https://www.imdb.com/title/tt2793490/,,,"$10,220",Snowfort Pictures,Not Rated
https://www.imdb.com/title/tt1483324/,"$2,500,000","$33,768","$82,993",8th Day Pictures,R
https://www.imdb.com/title/tt7616148/,,"$132,987","$2,268,204",Dream Factory Group,R
https://www.imdb.com/title/tt9779516/,"$12,000,000","$9,103,614","$16,021,491",Kevin Downes Productions,PG
https://www.imdb.com/title/tt2126235/,"$21,500,000","$1,512,824","$6,817,535",42,PG-13
https://www.imdb.com/title/tt3319920/,,"$33,915","$17,671,101",Mod Producciones,R
https://www.imdb.com/title/tt1559547/,"$60,000,000","$7,582,595","$60,052,138",Alcon Entertainment,PG-13
https://www.imdb.com/title/tt9026524/,,,,Channel 83 Films,Not Rated
https://www.imdb.com/title/tt1667353/,"$85,000,000","$18,132,085","$183,018,522",Relativity Media,PG
https://www.imdb.com/title/tt1371111/,"$102,000,000","$9,612,247","$130,482,868",Cloud Atlas Productions,R
https://www.imdb.com/title/tt1995341/,"$500,000","$15,305","$60,818",Vacationeer Productions,R
https://www.imdb.com/title/tt8354752/,,,,Alienworx Productions,PG-13
https://www.imdb.com/title/tt1462054/,"$3,000,000","$1,088,873","$3,269,546",Possibility Pictures,PG
https://www.imdb.com/title/tt3781476/,,"$21,074","$387,053,506",BDI Films Inc.,TV-Y7
https://www.imdb.com/title/tt2082197/,"रू300,000,000","$1,061,713","$4,490,134",UTV Motion Pictures,Not Rated
